"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","uninsured","elderly_medicare","disabled_medicare","prim_care_phys_rate","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"1771",78.1,"Strafford","NH",119015,323,8.5,24.5,64,9.8,1.7,96,0.9,0.3,1.8,1.3,791.7,12.2,5.8,22.5,70.3,20.2,26.1,23,6.4,9841,12853,2576,73.9,42.9,10357,2309,1610,6591,9289
"1772",77.3,"Sullivan","NH",43041,80,7.6,23.1,61.1,13.4,2.3,98.3,0.3,0.2,0.5,0.9,824.6,11.9,6,20.1,72.9,21.8,25.2,25.1,6,3312,6182,1127,86,37.2,5138,653,937,2417,2835
"1773",75.5,"Atlantic","NJ",271015,483,10.8,26.1,60.4,11.6,1.9,74,17.9,0.3,6.4,13.7,981.1,16.7,6.2,29.3,73.3,25.8,28.7,24.5,9.3,34462,33917,5591,73.1,42.8,39226,7132,5681,13902,13480
"1774",79.9,"Bergen","NJ",902561,3854,6.1,24.2,61,12.5,2.3,79.2,5.9,0.2,13.6,13.1,691.3,11.7,5.3,23,71.8,16.2,26.4,16.6,5.6,85582,128345,11133,154.8,106.7,83761,17216,12515,47363,42982
"1775",77.6,"Burlington","NJ",450743,560,5.8,25.2,62,11.3,1.6,77.6,16.6,0.2,3.7,4.8,861.4,11.9,5.7,25.2,72.7,21.8,24.6,21.1,7.1,36226,53956,7184,81.4,51,38765,9015,11577,23382,22476
"1776",75.8,"Camden","NJ",518249,2331,10.9,27.3,60.6,10.4,1.7,73.4,20.3,0.3,4.6,11.1,921.3,17.3,6.3,28.5,76.6,24.1,26.8,23.3,7,68258,62211,10632,98,57.9,65974,12577,14440,26197,26279
"1777",76.6,"Cape May","NJ",99286,389,9.6,22.4,57.1,17.2,3.3,93.3,5,0.2,0.8,3.9,869,15.9,6.6,27.3,68.9,19.9,34.2,24.1,9.5,11062,19628,2624,42.3,49.4,12751,3756,2183,5340,4839
"1778",74.7,"Cumberland","NJ",153252,313,14.9,26.2,61.3,10.7,1.8,74.3,21.7,1,1.4,21.7,992.8,19,6.7,31.9,71.8,24.5,31.1,26.6,12.7,22848,18366,4283,55.5,39.8,31797,4385,4103,7845,7760
"1779",74.7,"Essex","NJ",791057,6265,14.4,28.1,60.4,9.8,1.8,51.4,42.6,0.3,4.4,17.2,899.8,17.7,5.2,30.6,70.6,25.2,26.9,17.8,7.8,119907,84961,15622,138.3,70.9,123336,20443,10344,39494,39507
"1780",76.7,"Gloucester","NJ",276910,853,6.7,26,62.5,10.1,1.4,86.9,9.9,0.2,2,3.1,962.7,13.6,6.5,24.5,76.1,22.4,25.8,22.8,8.1,27862,28435,4953,47.3,32.1,28303,6338,5718,14245,14514
"1781",76.7,"Hudson","NJ",603521,12926,15,24.6,64.4,9.4,1.7,71.1,15.1,0.6,11.1,40.1,807.2,19.5,6.1,33.7,75.9,21.2,24.2,20.3,6.3,115257,60422,9975,78.7,46.9,120339,15746,11417,31518,30173
"1782",79.5,"Hunterdon","NJ",130404,303,3.5,25.2,63.8,9.6,1.4,93.4,2.8,0.2,3,3.6,717,8.9,4.6,16.2,75.1,15.6,22.1,15.3,5.8,9116,13853,1732,133.4,62.1,7529,2127,2112,6767,6330
"1783",77.1,"Mercer","NJ",366256,1621,8.1,25.9,62.1,10.2,1.8,70,20.6,0.2,7.8,11.6,797.4,14.5,5.7,24.1,72.3,19.7,27.2,17,6.8,39204,44350,7922,116.6,57.6,43522,7419,6669,18877,19151
"1784",78.3,"Middlesex","NJ",789516,2549,7.4,25.5,62.6,10.2,1.7,69.5,10.4,0.3,18.3,15.9,740.4,12.5,5.4,25.1,75.6,19.1,24.2,17.1,7.1,93273,86470,11451,132.7,57.6,81603,17241,11772,40772,39877
"1785",77.6,"Monmouth","NJ",635952,1348,6.5,26.6,60.9,10.7,1.8,85.8,8.1,0.2,4.9,7.5,832.2,10.7,5.5,22.1,72.5,17.1,25.2,20.3,5.5,60107,79307,10050,133.3,73.6,50996,12981,9634,32425,31125
"1786",79.3,"Morris","NJ",490593,1046,4.2,26,61.7,10.7,1.6,87.7,3.1,0.2,8,9.6,750.5,9.8,4.9,20.5,72.2,16.3,23.5,15.8,5.4,42395,56347,5631,132.3,85.8,31176,8608,5194,25163,23114
"1787",77.8,"Ocean","NJ",558341,878,8.1,24.2,54.9,16.9,4.1,94,3.4,0.2,1.6,6.2,797.5,17.3,6.7,28.4,70.7,22.8,29.3,21.5,8,57317,111640,10963,52.5,42.8,65757,11239,12263,29304,26603
"1788",77.1,"Passaic","NJ",499060,2693,12.6,28.5,59.8,9.9,1.8,78.1,15.3,0.7,4.6,33.3,818.4,20.5,6.1,31.2,75.3,21,24.8,19.1,6.9,81227,55692,9198,82,53.7,84489,12852,7798,24770,24858
"1789",75.3,"Salem","NJ",66346,196,9.3,25.3,60.7,11.8,2.1,82.7,15.1,0.4,0.8,4.7,963.9,18.3,6.2,36.3,78.9,26.8,28.8,24,7.1,7266,9124,1566,40.7,31.7,9134,1520,1197,3439,3356
"1790",79.5,"Somerset","NJ",319900,1050,4.7,26.9,61.9,9.8,1.5,78.3,8.8,0.2,11.7,11,751.5,9.5,4.7,19.3,73.7,17.1,24.2,15.2,4.7,26858,29719,3066,136.3,77.5,22349,5782,3797,16210,14762
"1791",77.6,"Sussex","NJ",153130,294,4.8,26.8,63.6,8.4,1.2,95.7,1.6,0.1,1.7,5.1,836.5,13.5,5.4,23,70.8,22.5,25.6,23.2,5.3,13059,14052,2556,49.6,47,10295,3164,1648,7795,7607
"1792",77.7,"Union","NJ",531457,5145,9.9,27,60.2,10.7,2.1,71.4,22.6,0.4,4.5,23.4,776.2,15.6,5.2,28.1,72.6,20.7,25.8,19.2,7.5,68444,67841,8867,99.3,71.1,72395,12660,7771,26910,25781
"1793",78,"Warren","NJ",110376,308,6.1,26,61.6,10.5,2,93.9,3,0.1,2.2,5.5,802.9,15,6.5,26.3,69.4,24.5,24.8,19.3,6.7,9745,14193,1886,63.4,44.4,11222,2235,2973,5671,5328
"1794",77.7,"Bernalillo","NM",603562,518,14.8,25.5,62.8,10.3,1.4,87.6,3.3,4.9,2.3,43.5,814.8,14.3,6,18.9,78.1,17.5,20.2,21,5.4,110478,64019,11097,131.4,47.1,61681,14945,16746,38333,36833
"1795",77.4,"Catron","NM",3409,0,18.9,17.3,58.8,21.6,2.3,95.4,0.5,2.6,0.8,19.3,685.1,17.4,5.6,26.7,-1111.1,16.1,-1111.1,16.6,3.1,948,674,120,0,0,562,100,77,239,202
"1796",76,"Chaves","NM",61860,10,21.3,28.2,57.3,12.4,2.1,94.2,2.6,1.3,0.9,46.5,917.6,23.3,6.7,30.2,81.1,24.1,27.2,23.9,9.4,15927,8480,1615,72.7,25.9,10543,1596,1850,3806,3881
"1797",76.1,"Cibola","NM",27620,6,21.3,28.4,59.5,10.8,1.3,55.7,1.5,41.5,0.5,33.2,902.5,21.3,6.6,28.3,82.9,26.6,17.5,23.7,10.5,6608,2244,537,54.3,25.3,4318,703,942,1692,1708
"1798",78.4,"Colfax","NM",13755,4,15.6,23.2,58.5,15.5,2.8,96.5,0.5,1.9,0.4,46.7,774.6,17.7,7.8,24.5,80.6,20.4,21.4,21.5,8.4,3255,2262,348,87.2,29.1,1850,380,401,902,825
"1799",76,"Curry","NM",45846,33,18.7,30.5,57.9,10,1.6,86,7.4,1.5,2.6,33.3,916,19.3,6.1,26.4,80.8,22.4,18.6,25.1,5.3,10615,5050,1046,54.5,45.8,5954,946,1586,2725,2789
"1800",77,"De Baca","NM",2016,1,17.8,20.2,54.1,20.7,5.1,98.3,0.2,1.1,0.2,34.9,785.3,15.5,6.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.5,565,492,46,99.2,49.6,399,51,35,137,123
"1801",78.5,"Dona Ana","NM",189444,50,24.5,29.5,59.1,10.2,1.2,93.6,2.4,1.6,1.1,64.2,782.1,20.8,6.1,27.7,81.1,22.6,19.9,18.3,6.9,49613,19135,3031,60.2,26.4,33447,5006,5484,11446,12264
"1802",75.2,"Eddy","NM",51437,12,17.5,27.2,58.6,12.3,1.8,95,1.9,1.5,0.8,40.8,975.1,21.6,6.6,30.7,80.9,29.9,27.4,25.2,9.4,11664,7121,1450,40.8,27.2,8220,1216,1730,3196,3137
"1803",76.6,"Grant","NM",29747,8,19.6,23.9,57.1,16.6,2.3,95.9,1.1,1.5,0.6,47.8,836.3,20.7,7.1,23.4,76.1,20.2,26.5,20.3,9,7021,5031,884,104.2,23.5,4153,766,969,1929,1803
"1804",77,"Guadalupe","NM",4369,1,20.9,21.4,63.1,13.7,1.7,96.2,1.5,1.3,1,79.2,869.1,-1111.1,-1111.1,-1111.1,91.7,20.1,-1111.1,-1111.1,-1111.1,1164,645,166,22.9,0,958,141,145,292,274
"1805",78.4,"Harding","NM",740,0,13.1,15.7,57.3,22.3,4.7,97.7,0.4,1.8,0,43,652.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,170,210,23,0,0,156,15,24,53,46
"1806",76.6,"Hidalgo","NM",5139,1,23.6,27.8,56.4,13.7,2.1,97.7,0.6,0.9,0.7,55.8,829.2,-1111.1,7.2,25.5,-1111.1,24.9,-1111.1,-1111.1,9.6,1491,719,131,0,0,1020,143,146,317,316
"1807",75,"Lea","NM",56719,13,18.6,29.4,58.7,10.6,1.3,92.1,5.1,1.2,0.6,44.2,968.4,23.3,6.3,34.6,78.6,27.5,22.4,29,7.3,12482,6530,1269,42.3,17.6,11381,1154,2122,3432,3525
"1808",76.8,"Lincoln","NM",21007,4,15.2,21.5,59.9,17.1,1.5,95.4,1.2,2.3,0.4,27.5,745,16.3,5.7,22.8,77.3,15.6,30.5,22.8,6.7,5098,3367,423,61.9,28.6,2319,481,561,1403,1252
"1809",79.6,"Los Alamos","NM",18822,172,3,23.2,64.4,11.2,1.2,92,0.6,0.8,4.9,13.2,648.3,8.6,5,12,66.8,12.8,19.7,11.1,3.1,2762,2114,118,143.4,74.4,488,327,377,1233,1121
"1810",76.6,"Luna","NM",26498,9,26.2,28.6,52.6,16.4,2.3,95.8,1.8,1.2,0.5,59.3,844.2,29.3,7.4,35.9,81,25.3,31.7,22.3,9.3,8282,4402,654,30.2,18.9,6736,1691,870,1617,1595
"1811",74.5,"McKinley","NM",71918,13,30.6,36.3,55.5,7.4,0.7,20.6,0.6,76.8,0.6,11.3,955.7,19.2,5.5,22.4,72,26.8,17.9,17,10.4,25653,5273,1099,86.2,37.5,13386,2049,2569,3958,4581
"1812",78.4,"Mora","NM",5107,3,21.2,22.5,61.7,14,1.8,98,0.4,1.4,0.2,78.7,797.5,24.8,8.2,21.1,87.5,20.6,-1111.1,24.7,15.5,1547,737,203,0,19.6,1049,245,151,338,323
"1813",77.7,"Otero","NM",63538,10,16.5,27.7,59.2,11.8,1.2,86,4.3,6.2,1.6,33.4,855.8,17.6,6.5,22,77.7,24.8,23.2,25.2,8.4,14664,7109,1135,51.9,17.3,7642,1421,1735,3929,3932
"1814",77,"Quay","NM",9259,3,21.2,22.4,57.6,17.1,2.8,95.5,1.1,1.6,1.6,38.1,952.8,24,8,35.3,78.7,24.8,24.3,27.7,6.7,2663,1802,326,75.6,21.6,1692,232,319,612,560
"1815",74.2,"Rio Arriba","NM",40828,7,17.9,27.9,60.1,10.6,1.4,82.8,0.7,15.5,0.5,71.5,914.1,21.4,6.8,28.3,78.9,19.7,16.8,25.4,7.7,10402,4385,1266,49,22,7048,1373,1105,2518,2464
"1816",77,"Roosevelt","NM",18238,7,21.5,29.4,58.8,10.3,1.5,94.9,2.3,1.4,0.8,35.3,826.3,19.2,6.4,33.8,81.4,20.5,22.5,24.1,6.8,4828,2170,396,21.9,16.4,2521,388,501,1106,1256
"1817",79,"Sandoval","NM",107460,29,12,26.9,62.2,9.5,1.4,79.4,2.2,15.5,1.3,31.2,711.3,14.9,6.1,21.7,78.3,22.9,21.2,20,6,17681,10133,1688,66.1,14,9672,2534,3174,6710,6639
"1818",76.4,"San Juan","NM",126208,23,18.4,30.7,59.6,8.7,0.9,56.1,0.8,40.9,0.5,15.9,867.9,17.6,6.5,21.6,77.6,22.3,21.7,23.5,5.9,29795,10753,2138,53.9,30.9,17252,3026,4322,7501,8006
"1819",75.8,"San Miguel","NM",29530,6,21.7,25.9,61.2,11.4,1.5,94.9,1.2,2.2,0.9,77,895.2,22.5,8.1,26.7,81.8,21.5,19.1,26.5,7,7797,3426,1100,84.7,16.9,4846,888,1109,1877,1896
"1820",79.6,"Santa Fe","NM",140855,74,12.3,22.6,65.5,10.6,1.3,92.8,1.1,3.5,1.2,49,680.2,13.3,5.4,18.1,75.5,14.7,18.6,19.7,4.2,26794,14468,2496,116.4,47.6,15188,3213,3344,9287,8487
"1821",76.8,"Sierra","NM",12815,3,21.2,18.8,53.1,24.2,3.9,96.7,0.5,1.9,0.3,28.7,952.7,28,8.2,25.4,75.2,24.4,-1111.1,24.8,8,3382,3120,479,46.8,15.6,2280,291,537,883,754
"1822",77.4,"Socorro","NM",18148,3,25.1,27.1,61.1,10.7,1.2,83.7,1.1,12.4,1.8,46.6,879,17.8,7.8,27.8,77.8,19.8,27,25.4,10.4,5032,1754,417,44.1,22,3106,446,634,1137,1207
"1823",78.7,"Taos","NM",31722,14,19.4,22.2,63.5,12.6,1.7,90.7,0.7,7.1,0.7,55,743.4,18.7,6.5,21,72.1,17.7,21.1,20.3,5.8,8386,3800,878,91.4,53.6,4667,1198,1135,2100,1891
"1824",77.4,"Torrance","NM",17501,5,21.5,25.5,63.7,9.7,1.1,92.7,3,2.5,0.5,38.1,884.4,18.9,6.4,27.9,84.9,25.2,-1111.1,28.1,8.3,4283,1507,404,5.7,11.4,2636,428,622,1115,1103
"1825",78.4,"Union","NM",3850,1,15.5,24.1,57,16.5,2.4,98.1,0,1.2,0.7,36.2,970.4,11.5,4.7,24.8,-1111.1,15.5,-1111.1,20.5,2.6,1015,780,111,51.9,26,525,77,83,249,234
"1826",76.1,"Valencia","NM",69417,65,16.6,27.9,61.3,9.6,1.2,92.2,1.8,3.9,0.8,55,855.1,18,7,27.7,79.8,22,22.3,24.9,6.2,14606,7266,1877,30.3,17.3,10514,1694,1953,4282,4275
"1827",77.7,"Albany","NY",297414,568,10.8,23.3,63,11.5,2.2,82.4,12.1,0.2,3.8,3.5,817.7,12.7,5.1,25.9,69.7,20,28.8,21.9,6.8,27651,38196,6670,131.5,71.6,27144,6214,7535,17084,18569
"1828",77.1,"Allegany","NY",50602,49,14.8,25.7,60.4,11.9,2,97,1.1,0.3,1,1.1,891.6,17.4,6.8,26.8,77.4,-1111.1,-1111.1,-1111.1,10.2,5614,6785,1354,47.4,19.8,5148,1319,1215,2844,3539
"1829",75,"Bronx","NY",1357589,32300,26.8,30.7,59.1,8.7,1.5,49.6,42.5,1.2,4,49.5,884.6,24.7,7.4,35.5,73.8,24.4,24.5,19.6,9.2,297330,123073,26592,101.5,28.2,310237,37636,82567,70567,79134
"1830",77.7,"Broome","NY",196947,279,12.9,23.5,60.2,13.7,2.7,90.9,4.1,0.2,3.4,2.3,807.9,15.5,6.8,20.9,76.5,23.2,31.7,25.9,8.8,20762,32601,5788,108.2,58.9,21184,4764,5191,11298,12333
"1831",76.2,"Cattaraugus","NY",82502,63,13.6,25.2,60.2,12.6,2.1,94.8,1.3,2.5,0.6,1.1,885.9,21.8,6.7,26.9,75.2,19.9,-1111.1,28.9,4.4,9087,12342,2446,52.1,35.2,10189,2344,2075,4627,4982
"1832",78.4,"Cayuga","NY",81454,118,11.6,23.5,62.1,12.1,2.3,94.4,4.1,0.3,0.4,2.1,774,17.4,7.7,27.1,80.3,23.6,-1111.1,32.7,6,8775,11057,1949,36.8,39.3,11672,2024,2277,4660,4785
"1833",77.7,"Chautauqua","NY",136409,128,14.9,24,60.1,13.4,2.5,95.8,2.4,0.5,0.5,4.5,857.9,16.4,7,25.8,76.1,25.8,30.4,24.3,7.1,17446,21829,3871,63,48.4,16992,3293,3551,7764,8417
"1834",77.1,"Chemung","NY",89512,219,13.5,24.1,60.4,13.2,2.3,91.5,6.1,0.3,1,2,863.3,21.1,7.7,23.8,79,27.9,29.8,25.9,9.2,9581,13866,2850,80.4,45.8,10844,2195,2506,5082,5259
"1835",77,"Chenango","NY",51755,58,13.5,23.7,61.2,13,2,97.9,1,0.2,0.4,1.6,877.8,19.6,6,22.5,77.9,34,-1111.1,19.3,9.6,6316,7546,1651,44.4,38.6,6853,1223,1378,2950,3034
"1836",77,"Clinton","NY",82047,79,12.6,22,65.4,11.1,1.5,94.4,3.8,0.4,0.8,2.7,871.8,14.5,6.6,26.6,71.9,22,24.8,24.4,6.6,7878,9370,2255,76.8,37.8,12943,2119,2277,4792,5329
"1837",77.4,"Columbia","NY",63622,100,9.8,22.7,61.3,13.8,2.2,92.6,4.9,0.3,1.3,3,851.5,14.2,5,27.8,-1111.1,25,-1111.1,20.8,7.2,6410,9545,1727,40.9,31.4,8505,1237,1748,3678,3656
"1838",77.1,"Cortland","NY",48622,97,13.4,24.6,62.8,10.8,1.8,97,1.3,0.2,0.6,1.7,880.9,22.2,6.8,22.1,81.8,17.3,-1111.1,27.8,3,4958,5895,1321,65.8,28.8,5169,1298,1059,2757,3339
"1839",77.9,"Delaware","NY",47534,33,12.6,22.3,58.9,16.2,2.6,96.7,1.8,0.3,0.6,2.6,820,16.4,7.1,33.5,83.7,26.6,-1111.1,23.8,9.8,6479,7753,1417,65.2,31.6,6627,994,1189,2768,2858
"1840",78,"Dutchess","NY",294849,368,8,24.9,62.9,10.6,1.6,85,10.2,0.3,3.2,7.9,798.9,10.9,5.5,23.6,73.2,20.8,26,21.7,8.2,27350,34676,7407,86.8,61.4,31273,5740,8833,16593,17739
"1841",76.9,"Erie","NY",930703,891,13,24,60.4,13.2,2.3,83,13.6,0.6,1.8,3.5,856.2,13,6.4,23.9,73.7,23.9,26.3,22.7,8.1,88101,142541,24815,127.6,73.4,107509,24994,30147,52864,54896
"1842",77.2,"Essex","NY",38676,22,11.5,20.6,63.2,13.9,2.4,95.2,3.3,0.3,0.7,2.4,843.7,17,5.5,24.8,-1111.1,16.3,-1111.1,15.5,5.3,3812,6429,1148,46.5,36.2,5451,990,1027,2292,2259
"1843",77,"Franklin","NY",51033,31,14.6,21,66,11.1,1.9,86.2,7.2,5.7,0.4,4,849,18.7,6.9,23,-1111.1,24.5,-1111.1,28.3,9.9,6551,6161,1746,74.5,33.3,10761,1333,1539,3014,3167
"1844",77.5,"Fulton","NY",55625,112,12.7,23.2,61.2,13,2.6,96.4,2,0.2,0.8,1.9,821.9,15.9,5.9,23.9,86.7,20.5,-1111.1,31,2.8,6157,7580,1693,57.5,37.8,8555,1485,1413,3191,3219
"1845",77.8,"Genesee","NY",59257,120,9.1,24.5,60.6,12.7,2.2,95.3,2.6,0.7,0.6,1.9,836.9,11.1,4.3,26.7,74.6,17.3,21.3,24.2,9,5070,8700,1424,54,37.1,6276,1638,1529,3348,3431
"1846",76.5,"Greene","NY",49682,77,12.9,22.5,62.2,13.2,2,92,6.2,0.3,0.7,4.8,920.8,18.3,6.4,-1111.1,-1111.1,20.3,-1111.1,29.5,8.8,5559,7346,1402,38.2,34.2,7280,1127,1385,2881,3030
"1847",77.2,"Hamilton","NY",5228,3,9.5,18,61.6,17.4,2.9,98.2,1.1,0.2,0.2,1.4,875.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,392,1127,124,38.3,38.3,656,167,99,319,292
"1848",77.8,"Herkimer","NY",63780,45,12.4,23.1,60.6,13.5,2.7,97.6,0.9,0.2,0.6,1.3,853,15,6.1,25.7,74.4,23.6,-1111.1,21.1,10.9,6496,9922,1766,40.8,31.4,9030,1656,1735,3661,3748
"1849",77.6,"Jefferson","NY",116384,91,14.5,26.1,62.3,9.9,1.6,91.1,5.6,0.5,1.4,4.1,826.7,12.1,6.2,21.7,70.1,25.9,31.1,34.2,8.2,15303,12835,2816,61.9,43.8,12591,2947,3091,6426,7229
"1850",76.7,"Kings","NY",2486235,35211,23.3,27.4,60.5,10.2,1.8,50.6,38.3,0.5,9,19.5,765.3,20.6,6.2,34.6,73.5,23,23.6,18.7,8.8,517807,256297,41803,122.2,43.8,500001,65316,75364,134983,142988
"1851",78,"Lewis","NY",26571,21,12.9,24.8,61,12.3,1.9,98.3,0.9,0.3,0.3,0.8,791.4,16.5,4,-1111.1,-1111.1,27.7,-1111.1,19.4,14.9,3135,3572,639,56.5,26.3,3368,789,619,1496,1579
"1852",77.6,"Livingston","NY",64205,102,10.8,23.4,64.5,10.4,1.6,95,3.1,0.3,0.9,2.3,841,12.3,6.1,17.7,-1111.1,20.1,16,22.1,4.9,5594,7938,1417,53,35.8,7208,1674,1554,3695,4368
"1853",78.1,"Madison","NY",70337,107,10.4,25.2,62.1,11,1.7,96.4,1.7,0.6,0.7,1.2,828.9,12,6.7,22,-1111.1,28.1,-1111.1,29.1,4.8,5640,8940,1670,72.5,39.8,7573,1831,1784,3961,4473
"1854",78.2,"Monroe","NY",733366,1112,12.7,25.5,61.3,11.1,2.1,80.8,14.7,0.3,2.8,5.5,772.7,13.9,5.8,23.6,72.6,22.2,26.1,22.2,7.3,73790,94187,17053,159.5,71.5,72638,17417,17676,40915,43887
"1855",78.2,"Montgomery","NY",48968,121,13,23.5,58.9,14.3,3.3,96.3,1.8,0.3,0.8,7.9,843.7,14.4,6.3,33.6,-1111.1,23.5,-1111.1,30.4,5.6,6214,9489,1553,57.2,42.9,7416,1383,1301,2794,2792
"1856",79.2,"Nassau","NY",1333137,4650,5.9,25,60.3,12.8,2,80.8,11.3,0.2,6.6,11.6,723.1,13.8,5.3,25.3,73,16.6,24.5,18.1,6,135051,197122,23160,206.7,113.6,120478,28380,25768,74782,74941
"1857",78,"New York","NY",1593200,69390,18.6,18.3,69,10.7,2,66.5,19.8,0.7,10.9,25,707.5,20.2,6.5,24.5,71,15.9,23.1,18.7,6.6,222281,191138,27406,287.7,118.6,252225,44606,85240,96626,90693
"1858",76.7,"Niagara","NY",217008,415,11.4,24,60.8,12.9,2.3,90.6,6.5,1,0.8,1.4,894.1,15.4,7.4,24.4,75.5,25.4,27.8,26.5,7.1,20520,33133,6675,50.2,47.5,24641,6329,5651,12331,12691
"1859",77.4,"Oneida","NY",234105,193,12.8,23.6,60.7,13.2,2.6,91.3,6.1,0.2,1.4,3.6,851,18.7,7.3,23.4,74.4,21.1,34.1,23.3,7.4,23087,36390,8227,90.6,49.6,33451,5394,6884,13381,13872
"1860",77.6,"Onondaga","NY",458053,587,12.1,25.6,60.7,11.6,2.1,84.7,10.2,0.9,2.5,2.6,801.8,12.3,5.9,22.5,72.3,22.8,26.4,21.7,6.4,46025,62150,11059,141,59.4,42799,10706,9009,25515,27469
"1861",77.9,"Ontario","NY",104461,162,8.4,24,62.1,11.8,2.1,95.7,2.3,0.2,0.9,2.3,816.6,7.4,4.9,16.9,68.5,19.3,21.3,16.1,6.2,7904,13805,2354,79.5,48.8,8915,2537,2788,5936,6162
"1862",77.4,"Orange","NY",372893,457,10.5,28.4,61.8,8.5,1.4,85.5,10.2,0.4,2.3,14.6,828,13.1,5.6,25.4,75.9,23.9,28.1,23.2,6.5,42640,35128,8437,69.5,44.5,42975,7447,8313,20034,21865
"1863",76.8,"Orleans","NY",43387,111,12.6,24.6,62.4,11.1,1.9,91.2,7.2,0.5,0.4,3.8,881.6,22.8,7.7,-1111.1,-1111.1,27.3,-1111.1,21.3,10.3,4812,5268,1130,34.6,20.7,6889,1153,1013,2450,2564
"1864",76.5,"Oswego","NY",123373,129,13,25.4,63,10,1.5,97.5,0.8,0.4,0.5,1.4,914.6,15.2,5.7,25.7,82.8,26.6,20.3,32.1,5.8,13440,14457,3842,39.7,30.8,15409,3802,3099,6906,7862
"1865",78.5,"Otsego","NY",62746,63,12.6,22.5,62.6,12.5,2.3,96.1,2,0.2,0.9,2.1,811.2,14.2,5.9,20.5,75.3,21.1,-1111.1,25.4,6.4,6878,9054,1708,156.2,41.4,6785,1370,1524,3659,4394
"1866",79,"Putnam","NY",100507,435,4.6,25.3,64.5,9,1.2,94.4,2.6,0.2,1.9,9.1,751.3,10.4,5.2,21.4,-1111.1,17.2,16.8,19.6,5.8,9091,9471,1712,71.6,39.8,6674,2071,2503,5608,5637
"1867",79,"Queens","NY",2241600,20520,15.4,23.3,63.6,11.1,2,55.1,21.1,0.7,21,25.7,673.9,18.9,5.6,33.5,73.9,17.1,22.9,16.6,6.3,432812,252241,32718,105.3,57.5,397725,56027,55203,128105,126670
"1868",76.8,"Rensselaer","NY",155251,237,9.8,24.1,62.7,11.3,1.8,90.9,5.6,0.2,2.2,2.5,888.1,12.2,7,20.4,74.2,23,33.2,25.1,9.8,13699,20089,3736,63.8,49.6,15677,3523,3578,8823,9388
"1869",77,"Richmond","NY",464573,7944,10.1,25.3,63,10.1,1.6,80.3,10.8,0.4,7.3,14.3,839.9,17,6.6,28.3,77.8,22.6,20.9,27.3,6.6,54159,49520,11310,147.7,61.1,54342,11713,10463,25927,26544
"1870",79,"Rockland","NY",292916,1681,9.7,28.4,59,11.3,1.3,80.2,11.9,0.3,6.5,12.1,771.2,17.3,5.8,28.1,71.4,18.1,28.6,17.8,8.7,37462,35703,5755,126,95.9,27608,6274,5522,15709,16495
"1871",76.5,"St. Lawrence","NY",111380,41,15.2,23.9,62.8,11.6,1.6,95.1,2.5,0.9,0.9,1.9,927.9,12.7,5,25.8,74.2,25,32.1,25.2,10.6,13300,15264,3553,59.3,31.4,14678,2974,2820,6370,7490
"1872",79,"Saratoga","NY",214859,265,6.3,23.6,64.5,10.3,1.6,95.8,1.5,0.2,1.6,1.8,748.9,13.5,5.6,18.4,76.4,20.4,22.6,23.4,6.5,14000,24375,4068,70.7,43.7,17458,4244,4829,12258,12383
"1873",77.9,"Schenectady","NY",149078,723,11.6,24.6,60,12.6,2.8,86,8.6,0.3,3.4,3.8,803.3,12.9,5.8,23.2,67.9,25.2,30.8,21.4,9,12492,24732,4369,112.7,75.8,15361,3158,3539,8406,8577
"1874",77.3,"Schoharie","NY",32277,52,11.6,23.9,61.3,12.6,2.2,97.2,1.4,0.4,0.5,2,813.4,11.6,4.4,-1111.1,-1111.1,16.9,-1111.1,-1111.1,4.9,3250,4493,889,27.9,24.8,3970,768,854,1847,1990
"1875",77.1,"Schuyler","NY",19342,59,11.5,23.6,61.3,13,2,96.8,1.7,0.5,0.4,1.3,868.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1,2287,2612,510,36.2,20.7,2352,537,460,1105,1123
"1876",78,"Seneca","NY",34855,107,11.3,22.2,63.2,12.6,2,93.2,4.9,0.2,1,2.8,831.6,-1111.1,5.9,-1111.1,-1111.1,23.2,-1111.1,-1111.1,4.6,3811,4637,965,25.8,23,5033,798,901,2024,2092
"1877",77.1,"Steuben","NY",98632,71,13.6,24.3,60.5,13,2.2,96.5,1.5,0.3,1.1,1,887.7,15.3,7.4,25.2,84.1,25.5,27.1,35.1,7.9,10615,14572,2880,66.9,32.4,11595,2596,2777,5577,5663
"1878",77.9,"Suffolk","NY",1474927,1617,7.3,26.2,61.5,10.8,1.5,87.4,7.8,0.3,3.3,12.5,818.2,14.8,6.1,27.5,73.7,19.8,25.2,20.9,6.3,152067,172469,34326,96.3,70.1,135578,32745,32939,81402,82968
