"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","uninsured","elderly_medicare","disabled_medicare","prim_care_phys_rate","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"1660",79.5,"Boyd","NE",2261,4,11.6,21.2,54.8,19.3,4.7,99.2,0,0.6,0.2,0.1,749.4,16.9,3.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.8,399,618,39,265.4,44.2,273,41,93,144,84
"1661",79.5,"Brown","NE",3328,3,11.4,21.8,54.6,18.9,4.7,99,0,0.2,0.4,1,710.8,17.5,4.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.9,708,757,61,90.1,30,400,62,89,210,118
"1662",79.4,"Buffalo","NE",43572,45,10.4,26.1,62.6,9.4,1.9,97.6,0.7,0.4,0.6,5.2,772.5,10.1,4.3,23.1,82.1,24.8,21,20.4,4.3,4979,4916,625,114.8,62,2815,744,587,2614,1955
"1663",77.4,"Burt","NE",7455,15,9.9,23.5,54.8,17.9,3.8,98,0.3,1.1,0.2,1.4,888.1,15,5,24.7,79.4,22.1,-1111.1,19.5,5.7,970,1601,152,26.8,40.2,820,192,114,460,272
"1664",78.9,"Butler","NE",8720,15,9.1,25,57.5,15.2,2.4,99.2,0.1,0.2,0.2,2.3,852,16,6.5,20.5,83.4,27.3,-1111.1,21.8,6.6,862,1513,174,45.9,34.4,980,171,158,528,320
"1665",78.5,"Cass","NE",25734,46,6.4,25.7,62.3,10.6,1.4,97.9,0.5,0.2,0.5,1.8,857.9,12.7,5.6,25.1,84.2,26.6,23.2,24,7.5,1990,3066,350,19.4,15.5,1814,576,401,1543,967
"1666",79,"Cedar","NE",9066,12,8.4,26.5,53.5,16.5,3.6,99.3,0.1,0.2,0,0.6,739.2,10.2,3.8,25.2,-1111.1,25.2,12.7,12.3,6.6,1132,1744,96,33.1,22.1,979,139,166,541,348
"1667",77.5,"Chase","NE",3866,4,10.1,22.9,56.6,17.2,3.4,99.4,0.2,0.1,0.2,4.3,833.3,14.8,5.1,20.8,-1111.1,19.2,-1111.1,11.1,6.6,611,854,46,129.3,25.9,369,61,61,240,139
"1668",78.4,"Cherry","NE",6098,1,12.4,24.2,58.3,15,2.5,93.4,0.1,4.3,0.7,1,775.4,11.8,4.6,26.5,82.3,26.1,-1111.1,18.3,5.8,1213,1127,106,65.6,32.8,615,88,107,373,227
"1669",76.4,"Cheyenne","NE",9993,8,9.5,24.1,60.2,13.4,2.3,97.6,0.2,0.8,1.1,4.6,894.2,19.7,6.3,25.5,85.5,19.4,27.7,23.7,7.5,1338,1641,191,50,40,908,151,158,611,367
"1670",77.8,"Clay","NE",6733,12,10.4,24.1,57.2,16.1,2.6,98.8,0.3,0.4,0.3,4.2,861.9,12.1,3.5,22.9,77.9,24.7,18.8,19.3,5.9,905,1332,138,0,29.7,606,121,153,413,253
"1671",80.1,"Colfax","NE",10433,25,9.5,28.2,54.8,13.7,3.3,98.2,0.1,0.4,1,31.6,706.8,13,4.1,30.5,76.5,21.5,-1111.1,18.3,4.2,1758,3584,342,38.3,38.3,1848,168,165,604,384
"1672",80.1,"Cuming","NE",9688,17,8.8,25.2,54.7,16.7,3.4,99,0.2,0.5,0.2,7.9,714,11.4,3.9,28.6,76.6,26.1,-1111.1,16.6,4.9,1384,1858,103,41.3,31,1383,165,149,585,356
"1673",78.4,"Custer","NE",11410,4,12.3,24.6,55.1,16.7,3.6,98.8,0.2,0.6,0.2,1.3,812.5,15.9,5.6,26.9,85.4,25.7,25.1,15.4,6.8,2020,2292,232,70.1,35.1,976,180,430,694,417
"1674",77.4,"Dakota","NE",20349,77,10.8,31,58.2,9.2,1.5,91.5,1.5,2.4,3.3,28.8,954.1,14.2,5.5,37.3,84.3,26,22.7,28.4,8.8,3414,2140,379,14.7,24.6,3303,513,412,1135,747
"1675",78.3,"Dawes","NE",8636,6,16,24.1,60.5,12.7,2.7,93.5,1.2,3.9,0.3,2.6,838.8,10.2,4.8,17.5,84,19.5,20.5,14.7,8.3,1397,1379,158,81.1,57.9,642,151,124,534,443
"1676",76.9,"Dawson","NE",24617,24,10.6,29.7,57.3,10.7,2.2,97.1,1,0.7,0.7,29.8,836.8,17.1,4.6,27.5,80.6,23,21.4,24.4,5.9,4286,3169,378,56.9,48.7,4065,546,361,1397,888
"1677",76.4,"Deuel","NE",2004,5,10,20.5,56.8,18.5,4.3,98.7,0,0.5,0.5,2.8,862.9,-1111.1,5.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.1,292,466,39,49.9,149.7,211,34,42,129,75
"1678",79,"Dixon","NE",6155,13,8.9,25.7,57.1,14.3,2.9,98.9,0,0.6,0.4,7.5,709.6,14.2,5.2,22.2,-1111.1,22.7,-1111.1,26.6,8.8,815,1046,94,16.2,32.5,730,127,109,370,231
"1679",78.3,"Dodge","NE",36078,68,9.6,24.5,58.1,14.4,3,97.7,0.7,0.4,0.7,6.5,812.3,15.3,5,26.6,79,25.3,28.1,23.4,6.8,3868,6120,696,63.8,58.2,3970,863,694,2197,1369
"1680",76.8,"Douglas","NE",486929,1471,10.8,27.1,62.2,9.2,1.5,83.8,11.7,0.6,2.2,8.6,858.9,11.8,5,22,82,22.2,21.5,22.8,6.1,49726,51455,8987,154,66.1,39525,12041,8544,28631,18492
"1681",77.5,"Dundy","NE",2133,2,11.4,20.5,57.7,17.7,4,98.2,0,0.8,0.7,3.6,792,-1111.1,3.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.6,373,455,38,46.9,46.9,270,45,40,136,77
"1682",79.2,"Fillmore","NE",6385,11,9.5,24.3,54.4,17.6,3.7,98.9,0.3,0.7,0.1,2.5,823.5,9.4,4.5,32.8,80.8,21.1,-1111.1,10.7,9.5,643,1330,89,62.6,31.3,518,107,97,391,233
"1683",77.7,"Franklin","NE",3421,6,11.6,21.6,54.4,19.5,4.5,99.3,0,0.4,0.1,0.7,867,16.4,5.7,-1111.1,90.3,-1111.1,-1111.1,22,11.7,480,820,82,58.5,58.5,347,63,50,216,127
"1684",77.7,"Frontier","NE",2795,3,10.6,24.2,56.6,16,3.3,98.9,0.1,0.3,0.3,1.2,735.1,16.1,4.9,20.1,-1111.1,26.5,-1111.1,18.9,6.7,485,479,40,0,0,216,46,51,172,114
"1685",77.7,"Furnas","NE",5019,7,11.1,22.3,54.7,18.4,4.6,98.8,0.1,0.4,0.3,1.3,891.2,15.2,5.6,22.8,88.8,24,-1111.1,20.1,5.5,697,1291,158,59.8,39.8,564,93,105,314,178
"1686",77.4,"Gage","NE",23306,27,9.7,22.8,58.4,15.5,3.2,98,0.4,0.4,0.5,1.3,828.7,17.2,6.2,26,84.3,25.8,27.6,22.7,7.7,1878,4160,837,60.1,47.2,2932,561,508,1449,852
"1687",76.4,"Garden","NE",1997,1,12.7,17.5,54.6,23.4,4.5,99.3,0.1,0.2,0.3,1.8,952.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.1,492,606,60,0,50.1,227,32,32,133,70
"1688",78.3,"Garfield","NE",1816,3,11.5,21.6,54,20.9,3.5,99.3,0,0.2,0.1,1.2,834.6,15.1,4.3,-1111.1,-1111.1,-1111.1,-1111.1,14,10.7,362,488,43,55.1,110.1,248,31,31,115,65
"1689",76.9,"Gosper","NE",2020,4,8,21.7,55.5,19.8,3,99.4,0,0.1,0.4,1.3,780.1,13.9,3.9,-1111.1,-1111.1,-1111.1,-1111.1,14.7,4.5,276,461,32,0,0,161,38,33,127,71
"1690",78.4,"Grant","NE",670,1,9.3,22,60.5,15.8,1.6,99.7,0,0.1,0.1,1.5,774.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,133,-2222,-2222,0,0,45,12,9,42,26
"1691",78.3,"Greeley","NE",2512,4,12.4,26.5,49.5,19.3,4.7,99,0.7,0,0.1,1.1,732.5,-1111.1,5.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11,530,598,37,0,0,291,51,35,149,86
"1692",77.2,"Hall","NE",55104,101,12.1,27.5,58.9,11.5,2.1,96.4,1.2,0.4,1.3,18.2,826.1,16,5.1,27.5,82.9,24.8,23.6,22.3,6.3,7183,7167,1073,74.4,54.4,6376,1165,1165,3220,1986
"1693",79,"Hamilton","NE",9568,18,8.2,26.2,58.8,12.8,2.2,99.2,0.2,0.1,0.2,1.3,821.3,14.9,4.2,29.5,77.7,27,23.3,16.5,6,952,1364,136,73.2,41.8,658,148,165,570,356
"1694",77.7,"Harlan","NE",3462,6,9.9,21.6,55,19.1,4.2,99.6,0.1,0,0.1,0.9,754.7,-1111.1,7.7,24,-1111.1,24.6,-1111.1,12,7.7,502,784,65,28.9,28.9,353,58,59,219,125
"1695",77.7,"Hayes","NE",1027,1,9,23.7,57.2,15.3,3.8,99.2,0.2,0,0.3,3,630,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,260,-2222,-2222,0,0,77,18,21,63,40
"1696",77.5,"Hitchcock","NE",2970,4,13.1,21.2,55.4,18.9,4.4,99.1,0.1,0.3,0.2,1.7,820.5,23.1,7.8,-1111.1,-1111.1,24.5,-1111.1,25.9,8.9,609,707,67,0,0,306,56,54,189,108
"1697",79.5,"Holt","NE",10784,4,12.2,24.3,55,16.7,4,99.2,0.1,0.3,0.3,1.3,729.3,12.4,3.6,30.8,83.2,24.4,19.6,17.1,5,1955,2174,209,111.3,46.4,1152,195,219,660,393
"1698",78.4,"Hooker","NE",744,1,9,20.3,52.4,20.6,6.7,99.2,0,0.3,0.1,1.1,783.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,123,199,15,268.8,268.8,55,14,9,48,28
"1699",78.3,"Howard","NE",6708,12,10.7,25.1,58,14.1,2.9,98.8,0.5,0.2,0.4,1.4,764,15,5.1,24,82.8,28.9,-1111.1,16,6.5,972,1139,108,14.9,29.8,577,131,120,407,253
"1700",78.7,"Jefferson","NE",7925,14,9.5,21.2,56.2,17.5,5.1,98.5,0.1,0.7,0.4,1.4,758.8,12.8,5.5,33.2,81.2,24,21.6,19.9,7.4,885,1806,196,63.1,63.1,894,167,129,503,289
"1701",77,"Johnson","NE",4695,12,9,21.6,54.4,16.4,7.6,95.8,0.4,0.4,3.1,5.6,768.9,19.6,4.8,-1111.1,-1111.1,-1111.1,-1111.1,20.3,6.7,589,930,77,85.2,63.9,654,110,75,296,170
"1702",76.9,"Kearney","NE",6774,13,7.9,24.1,60.2,12.8,2.8,99.1,0.3,0.2,0.2,2.5,814.4,16.6,4,25.9,76.9,24.2,14.4,17.4,5.5,682,1041,138,29.5,44.3,536,113,125,415,248
"1703",77.5,"Keith","NE",8330,8,10.5,22.8,57.5,17.2,2.5,98.4,0.2,0.9,0.3,4.1,848.9,19.9,5.8,26.2,75.3,23.6,24.5,22.6,7.7,1269,1518,187,84,72,785,159,131,518,299
"1704",79.5,"Keya Paha","NE",902,1,13.1,24.6,53.6,17.3,4.4,99.8,0,0.2,0,4.7,704,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,316,195,17,0,0,113,15,12,55,30
"1705",76.4,"Kimball","NE",3782,4,11.9,22.8,55.6,17.8,3.8,98.7,0.3,0.6,0.1,4.2,842.5,12.8,5.3,33.1,-1111.1,-1111.1,-1111.1,24.8,4.2,613,815,106,0,52.9,407,64,55,235,138
"1706",79,"Knox","NE",8916,8,13.7,23.4,53.1,19.4,4.1,91.6,0.1,8,0.3,1.3,795.3,13.3,5,29,77.3,25.5,-1111.1,18.1,7.5,1590,2094,185,44.9,67.3,1120,167,155,552,323
"1707",79,"Lancaster","NE",264814,316,9.5,24.9,64.7,8.9,1.6,91.6,3,0.7,3.2,4.1,759.1,9.5,4.6,22.8,78.8,21.3,20.6,20.6,5.4,23280,26306,4077,84.6,72.5,15837,5486,3982,16060,11053
"1708",77.7,"Lincoln","NE",35636,14,10.9,25.4,59.6,12.7,2.3,97.2,0.9,0.7,0.4,5.4,812.9,14.4,5.6,22.7,82.8,23.4,26.1,20.9,6.7,4508,5125,827,73,56.1,3266,730,785,2146,1319
"1709",78.4,"Logan","NE",740,1,10,22.3,58.9,15,3.8,98.8,0.1,1.1,0,0.9,982.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,-2222,-2222,0,0,47,11,12,46,28
"1710",78.3,"Loup","NE",686,1,11.1,24.3,55.7,17.3,2.6,99.4,0,0.3,0.1,1.9,689.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,218,-2222,-2222,0,0,39,15,14,42,25
"1711",78.4,"McPherson","NE",507,1,12.1,23.7,56.1,15.2,4.9,99.6,0,0,0.4,1.6,413.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,104,-2222,-2222,0,0,39,6,10,31,19
"1712",78.7,"Madison","NE",35488,62,11.2,27.2,58.6,11.8,2.4,95.3,1.9,1.4,0.7,12.2,783.9,15.1,4.6,24.1,82.5,18.5,23.8,20.2,5.8,4605,5246,731,104.3,73.3,3955,829,534,2090,1359
"1713",79,"Merrick","NE",8066,17,9.9,25.1,57,14.9,3.1,99.2,0.3,0.2,0.2,2.3,805.2,17.7,4.6,37.1,81.8,31.3,-1111.1,23.2,9.4,1120,1363,152,37.2,49.6,804,160,125,488,296
"1714",76.4,"Morrill","NE",5165,4,13.7,24.5,58.6,14.6,2.3,98.6,0.1,0.8,0.4,10.1,960.5,13.5,4.3,26.9,78,23,-1111.1,21.2,9.2,1038,919,117,58.1,19.4,718,90,164,315,196
"1715",78.7,"Nance","NE",3666,8,11.6,24.9,55.3,17.5,2.3,99.4,0,0.4,0,1.4,942.5,8.7,3.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,647,754,69,0,81.8,483,81,55,223,136
"1716",77,"Nemaha","NE",6965,17,11.1,22.5,59.6,14.1,3.8,98.1,0.5,0.4,0.7,1.4,855.9,18.1,4.9,29.1,-1111.1,26.8,-1111.1,24.2,7.8,675,1215,164,86.1,43.1,669,163,111,437,289
"1717",77.8,"Nuckolls","NE",4739,8,11.1,21.6,54.9,18.9,4.6,99.5,0.1,0,0.3,1.5,803.2,12,5.2,25.5,82.4,24.6,-1111.1,10.1,7.3,625,1197,104,84.4,84.4,527,79,87,300,169
"1718",77,"Otoe","NE",15509,25,8.4,24.5,57.8,14.8,3,98.4,0.4,0.3,0.3,3.2,819,14.2,3.5,25,82.1,25.1,30.8,17,6.2,1431,2566,291,70.9,51.6,1533,346,350,945,562
"1719",77,"Pawnee","NE",2878,7,10.8,21,53.1,20.4,5.5,99.3,0,0.2,0.2,0.9,857.7,15.6,3.1,-1111.1,-1111.1,-1111.1,-1111.1,13,8.5,443,752,57,69.5,69.5,341,58,107,183,103
"1720",77.5,"Perkins","NE",3057,3,10.1,23.9,57.1,14.9,4,99,0.1,0.3,0.3,2.7,769.4,12.9,4.7,27.8,-1111.1,18.6,-1111.1,14.8,12.2,478,586,35,65.4,32.7,268,41,47,188,115
"1721",76.9,"Phelps","NE",9449,17,9.6,24.4,57.2,15.3,3.1,98.8,0.2,0.3,0.3,2.8,792.9,12,4.7,28.5,79,30.9,21.5,15.4,4.7,965,1670,191,116.4,52.9,704,151,136,576,343
"1722",77.4,"Pierce","NE",7600,13,9.9,25.9,59.5,11.6,2.9,99.2,0.1,0.4,0.2,0.8,802.5,7.6,4.9,33.5,76.8,21.9,-1111.1,23.2,6.1,1006,1236,101,65.8,26.3,758,153,144,456,302
"1723",79.2,"Platte","NE",31262,46,8.6,27.9,59.1,11,1.9,97.9,0.5,0.3,0.5,9.5,750.4,12.6,4.7,20,84.5,20.7,22,16.8,5.7,3400,2695,204,48,35.2,3084,650,525,1825,1166
"1724",79,"Polk","NE",5421,12,7.4,23.9,55.7,16.6,3.9,99.4,0.1,0.3,0,2.3,717.2,18.2,4.2,22.5,86,18.9,-1111.1,23.3,6.2,569,1027,61,18.4,36.9,503,99,93,332,193
"1725",77.7,"Red Willow","NE",11060,15,10.7,24.3,56.3,15.8,3.6,98.5,0.3,0.5,0.2,3,778.4,16.9,5.8,25.5,79.5,21.6,22.6,22.2,6.8,1663,2147,244,81.4,72.3,905,209,153,676,411
"1726",77,"Richardson","NE",8732,16,11.5,22.9,55.7,17.6,3.8,95.8,0.3,2.3,0.3,1.2,924,17,5.9,31.6,80,28.7,-1111.1,22.6,7.2,1176,1926,255,22.9,57.3,1109,201,168,543,324
"1727",79.5,"Rock","NE",1567,2,14.7,20.1,57.4,18.1,4.3,99,0,0.6,0.3,0.6,712.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,378,365,16,0,63.8,145,29,28,101,55
"1728",78.7,"Saline","NE",14195,25,8.3,26,58.6,12.1,3.3,96.4,1,0.4,1.6,15.2,810.8,10.5,3.8,22.9,82.1,28.1,24.1,18.5,6.2,1649,2245,241,49.3,49.3,1688,272,216,851,582
"1729",78.2,"Sarpy","NE",139371,579,5.5,29.3,63.1,7,0.6,91.5,4,0.4,2.2,5.2,868.1,9.3,4.8,18.9,81.2,25,20.3,19.9,5.4,9961,7815,1022,86.1,42.3,5727,2388,2701,7970,5417
"1730",78.5,"Saunders","NE",20458,27,7.5,25.2,59.9,12.5,2.3,98.9,0.2,0.3,0.3,1.5,745.8,12.6,5.3,26.1,81.2,23.6,23.3,18.8,7.4,1800,2920,323,39.1,24.4,1792,440,326,1235,780
"1731",77.4,"Scotts Bluff","NE",36752,50,14.4,25.6,57.4,14.3,2.7,95.8,0.5,2.2,0.7,18.5,883.1,17.8,6.2,25.1,77.2,26.1,25.5,22.1,8.8,6288,6143,1180,95.2,51.7,5019,804,763,2206,1344
"1732",78.9,"Seward","NE",16739,29,7.3,25.5,59.6,12.2,2.7,98,0.4,0.2,0.6,1.4,776.5,10.8,3.9,20.4,77,21.7,21.5,15,6.4,1235,2377,190,65.7,35.8,1297,289,252,1015,733
"1733",78.3,"Sheridan","NE",5668,2,13.3,23.7,54.4,17.9,4,87.6,0.1,10.3,0.2,1.4,847.9,16.9,6.5,29.7,-1111.1,28.2,-1111.1,14.2,7,1139,1247,90,52.9,35.3,539,90,78,349,209
"1734",78.3,"Sherman","NE",3112,5,11.5,22.1,54.8,18.6,4.5,99.4,0.1,0.1,0.3,1,794,15.1,5.2,-1111.1,-1111.1,27.6,-1111.1,-1111.1,12.8,595,723,43,32.1,0,397,73,115,195,111
"1735",78.3,"Sioux","NE",1458,1,9.7,20.3,62,15.7,2.1,99.6,0,0.1,0.2,2.5,488.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,364,-2222,-2222,0,0,142,23,36,94,56
"1736",80.1,"Stanton","NE",6534,15,7.8,27.6,60,10.6,1.8,98.5,0.4,0.5,0.2,2.8,709.4,10.5,4.3,20,-1111.1,24.5,-1111.1,25.5,1.7,846,520,67,0,0,586,115,100,384,248
"1737",77.8,"Thayer","NE",5436,9,10.3,22,53.3,20.3,4.3,99.4,0,0.3,0.1,1.2,805.6,16.8,5.2,24.4,79.6,27.1,-1111.1,19.7,8.8,650,1411,127,55.2,18.4,747,92,85,341,189
"1738",78.4,"Thomas","NE",623,1,11.8,17.4,65.2,13,4.3,99.5,0,0.5,0,1.1,714.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,-2222,-2222,0,0,76,16,9,41,22
"1739",77.4,"Thurston","NE",7365,19,20.3,37.1,50.7,10.5,1.7,44.8,0.6,53.4,0.1,3.3,1152.1,13.9,4.1,26.3,-1111.1,-1111.1,-1111.1,-1111.1,14.7,1667,849,137,40.7,54.3,766,239,104,378,288
"1740",78.3,"Valley","NE",4402,8,11.8,22.7,54.6,18.8,3.9,98.9,0.2,0.4,0.2,1.7,735.9,23.1,6.9,24.1,84.9,25.6,-1111.1,14.7,5.7,718,1022,83,68.2,45.4,469,87,72,274,161
"1741",78.3,"Washington","NE",19772,51,6.1,24.5,62.3,11.3,1.8,98.5,0.5,0.2,0.5,1.1,797.3,13.2,6,20.6,86.4,28.4,20.7,19,6.8,1439,2314,214,50.6,25.3,1332,371,286,1205,792
"1742",77.4,"Wayne","NE",9211,21,11.3,24.1,62.2,11.6,2.2,97.8,0.9,0.4,0.5,3.2,624.9,5.8,2.7,21.9,79.7,21.3,22.4,20.7,5,1075,1225,102,43.4,43.4,633,167,185,570,502
"1743",77.8,"Webster","NE",3762,7,9.6,21.4,53.3,20.4,4.9,98.6,0.2,0.2,0.7,0.7,826.3,16.3,5.2,30.5,-1111.1,20.1,-1111.1,22.5,3.7,491,964,105,26.6,26.6,446,72,65,238,134
"1744",78.3,"Wheeler","NE",820,1,12.3,25.7,57.2,15.9,1.2,99.8,0,0.2,0,0.6,893.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,235,127,13,0,0,50,14,17,49,31
"1745",79.2,"York","NE",14397,25,9,24.5,57.9,14.2,3.4,96.7,1.5,0.4,0.8,2.5,737.8,17,5.1,16.8,71.8,29,29.9,18.1,6.1,1250,2459,215,69.5,48.6,1231,239,261,879,554
"1746",75.5,"Churchill","NV",24556,5,10.4,30,57,11.5,1.5,88,1.6,5,3.2,9.8,929.3,14.1,5.7,21.6,79,20.9,29,28,5.9,3588,2999,426,81.4,28.5,2287,517,568,1721,1469
"1747",75.7,"Clark","NV",1710551,216,11.4,27.3,62,9.7,1,78.9,10.1,1,7.3,25.6,924.7,16.7,6.5,25.6,78.3,21.6,24.8,25.7,7,233547,156919,25387,65.1,20.8,227718,34433,76360,123975,103386
"1748",79.8,"Douglas","NV",47017,66,7.2,21.3,59.5,17.4,1.8,94.5,0.7,1.5,1.8,8.1,679.5,12.1,6,15.5,76.7,15.6,28.5,22.1,5.3,4964,6130,517,53.2,38.3,2842,971,999,3696,2898
"1749",77.7,"Elko","NV",45570,3,9.8,31.2,61.5,6.6,0.7,91.4,0.9,5.6,1,21.6,865.3,14.7,6.3,25.4,85.4,23.2,23.3,26.5,5,7168,3025,573,52.7,28.5,5703,916,1015,3153,2894
"1750",75.5,"Esmeralda","NV",787,0,11.8,16.3,60.6,21.1,2,93.1,0.1,5.7,0.3,11.7,923.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,141,23,0,0,127,24,30,65,49
"1751",75.7,"Eureka","NV",1428,0,10.6,25.7,60.1,13.1,1.1,95.8,0.4,1,1.3,12.7,923.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,242,199,31,70,0,222,26,30,106,90
"1752",75.7,"Humboldt","NV",17129,2,10.4,30.4,60,8.4,1.2,92.3,0.6,5,0.8,20,927.2,14.3,6.4,20.9,79.3,22.1,18.2,24.1,5.8,2530,1440,257,40.9,29.2,2285,303,400,1198,1065
"1753",75.7,"Lander","NV",5114,1,10.5,30.8,59.6,8.8,0.8,93.9,0.5,4.7,0.4,16.9,1037.6,-1111.1,8.3,21.9,82.1,23.4,-1111.1,19.4,5,787,434,87,58.7,19.6,644,115,130,356,326
"1754",74.5,"Lincoln","NV",4391,0,13.5,26.3,54.6,17,2.1,95.3,2,1.9,0.4,5.8,932.6,15.6,5,16.3,-1111.1,26.5,-1111.1,18.6,10.5,615,744,106,22.8,22.8,479,79,134,326,293
"1755",75.5,"Lyon","NV",47515,24,9.7,25.3,60.9,12.5,1.2,92.8,1.2,2.4,1.3,12.4,993.1,15.9,7.1,24.7,83.9,22.5,34.5,30.1,7.9,5474,5794,932,23.2,10.5,5828,1065,1498,3547,2999
"1756",75.5,"Mineral","NV",4910,1,14.6,23.1,56.1,17.8,3,77.4,4.5,16.3,1.1,9.8,1092.6,23.1,7.4,29.3,84.7,30.2,-1111.1,38.8,8.3,872,956,176,40.7,20.4,778,122,160,378,311
"1757",74.5,"Nye","NV",40477,2,12.4,22.2,56.9,19.3,1.6,93.1,1.7,1.8,1.5,10.9,1004.6,19.6,8,28.3,78.6,27.7,32.6,28,9.5,5414,7184,1167,24.7,7.4,5929,848,2012,3136,2491
"1758",75.7,"Pershing","NV",6360,1,13.3,23.8,67.3,7.8,1.1,89.5,5.8,3,1,19.9,850.1,13.2,7.1,18.8,-1111.1,29.7,-1111.1,-1111.1,6,901,471,85,31.4,15.7,1024,129,170,485,415
"1759",76.2,"Storey","NV",4074,15,5.2,18,70.6,10.4,1,95.5,0.3,1.3,1.9,6.9,552,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,498,148,21,0,0,401,94,144,332,259
"1760",76.2,"Washoe","NV",389872,61,10,26.3,62.4,10.1,1.2,87.8,2.4,2,5.5,19.7,898.7,13.2,6.4,18.6,77.9,18,23.4,22.2,5.6,48700,39045,6106,87.7,42.8,40975,8247,12362,28706,24161
"1761",75.7,"White Pine","NV",8994,1,13.2,22.1,62.8,13.2,1.9,90.2,4.5,3.5,1.1,11.4,988.8,17.6,7.7,21.5,83.3,21.4,-1111.1,18.5,6.7,1213,1307,192,88.9,22.2,1107,180,289,698,582
"1762",75.3,"Carson City","NV",56062,391,10.3,24.4,59.9,13.8,1.8,92,2.2,2.1,2.4,18.4,994.7,20,6.8,25.9,77.1,19.1,20.7,23.5,5.8,6904,9467,1129,94.5,39.2,6650,1264,1295,4224,3414
"1763",77.8,"Belknap","NH",61547,153,7.3,21.9,62.8,13.3,2.1,97.6,0.5,0.3,0.8,0.8,828.7,11.5,5.9,21,74.3,19.8,25.6,22.7,6.4,4492,9691,1739,55.2,43.9,6229,1054,1775,3509,4187
"1764",78.1,"Carroll","NH",47439,51,7.3,20.6,60.6,16.3,2.4,98.3,0.3,0.2,0.5,0.8,743.3,11.6,5.6,20.5,69.3,16.3,26.3,21.8,6.8,3925,8039,1163,67.5,40.1,4072,833,895,2747,3139
"1765",78,"Cheshire","NH",77287,109,7.2,23.3,62.6,12.1,2,97.7,0.6,0.3,0.7,1,817,10.5,5.4,17.9,71,21.3,24.5,23.3,6.5,4594,10139,1672,75,46.6,7048,1343,1396,4352,5932
"1766",76.2,"Coos","NH",33655,19,9.7,21.2,60.6,15.2,2.9,98.2,0.3,0.3,0.4,0.9,901.6,15.7,6,28,73.1,23.6,28.7,27.9,7.3,3379,6192,1228,109.9,29.7,5586,695,897,1936,2252
"1767",78.7,"Grafton","NH",84708,49,7.2,22.5,63.1,12.3,2.1,95.9,0.7,0.3,2,1.3,745.9,9.5,4.8,17.8,68.6,20.4,22.1,18.8,5.6,7844,11414,1716,279.8,54.3,6863,1346,1518,4819,6671
"1768",78.4,"Hillsborough","NH",401291,458,6.3,26.1,62.9,9.4,1.6,94,1.7,0.2,2.9,4.1,772.9,9.8,5.3,21.3,73.6,20.5,22,21.5,5.8,32829,40492,7625,87.7,50.6,34784,8559,8087,21708,26965
"1769",78.2,"Merrimack","NH",146881,157,6.3,24,63.6,10.4,1.9,96.8,0.7,0.3,1.2,1.3,784.1,11.2,5.6,19.6,70.3,20,23.3,21.2,6.2,10264,16743,3129,107.6,51.1,11696,2487,3829,8167,10391
"1770",78.6,"Rockingham","NH",295076,425,4.5,25.3,63.7,9.6,1.5,96.8,0.8,0.2,1.5,1.7,757.5,9.7,5.4,20,71.7,21.1,22.2,21.5,5.8,20311,30222,4961,75.6,49.8,19128,7194,6066,16126,19323
