"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","prim_care_phys_rate","dentist_rate","community_health_center_ind","hpsa_ind","uninsured","elderly_medicare","disabled_medicare","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"1410",73.6,"Clay","MS",21223,52,20.6,27.5,59.1,11.8,1.6,42.4,57.2,0,0.2,1,1024.1,21.1,5,31.1,NA,32.7,NA,21.1,9.7,47.1,18.8,1,0,0.171559157517787,0.1237336851529,0.0359986806766244,0.198275455873345,0.04693021721717,0.0374122414361777,0.0573905668378646,0.0468830985251849
"1411",70.1,"Coahoma","MS",29002,52,28.3,33.5,54.9,10.2,1.4,25.6,73.3,0,0.6,1.2,1223.1,22.1,6.1,27.8,83.8,27,NA,26.9,9.1,65.5,34.5,0,0,0.24756913316323,0.120508930418592,0.0399282808082201,0.217536721605407,0.0451348182883939,0.0319288324943107,0.0529618646989863,0.0460313081856424
"1412",72.7,"Copiah","MS",29164,38,21.2,27.6,59.5,11.3,1.6,48.6,50.7,0,0.3,1.3,1018,28.3,8,36.7,78.4,35.7,33.6,27.1,7.6,48,17.1,0,1,0.18951446989439,0.142161569057742,0.0480729666712385,0.191400356604032,0.0374434233987107,0.0348374708544781,0.0576395556165135,0.0487587436565629
"1413",72.5,"Covington","MS",20273,49,19.3,27.6,58.7,12.2,1.5,63.1,36.2,0.1,0.2,0.9,1108,30.3,8.4,30.6,85.7,24.6,NA,28.9,10.6,29.6,19.7,0,0,0.196665515710551,0.122626153011394,0.042026340452819,0.20939180190401,0.0312731218862526,0.0420756671434913,0.0572682878705668,0.0458244956345879
"1414",74.8,"DeSoto","MS",137004,287,8.6,27.4,63.2,8.6,0.8,81,17,0.3,1,3.3,1035.3,16.2,6.7,29.6,85.4,24.6,26.6,26.2,8,33.6,18.2,1,1,0.0946468716241862,0.0790414878397711,0.0165104668476833,0.118682666199527,0.0207074246007416,0.0302910863916382,0.0573924848909521,0.0452906484482205
"1415",73.3,"Forrest","MS",75095,161,20.4,25.8,62.5,10.3,1.3,63.3,34.5,0.3,1.1,1.4,1114.2,20.6,7.8,31.1,82.1,28.1,29.6,22.2,6.6,158.5,62.6,0,1,0.168200279645782,0.125720753711965,0.0346228111059325,0.122391637259471,0.031786403888408,0.0357014448365404,0.0587788800852254,0.0546774086157534
"1416",71.9,"Franklin","MS",8411,15,19.5,24.9,59.7,13.5,1.9,63.3,36.2,0.1,0.1,0.6,1004.5,NA,7.2,NA,NA,NA,NA,NA,10.6,35.7,11.9,1,0,0.177981215075496,0.131018903816431,0.0386398763523957,0.214956604446558,0.0351920104624896,0.027939602900963,0.0594459636190703,0.0466056354773511
"1417",73.6,"George","MS",21259,44,16.1,28.6,60.5,10.1,0.8,89.7,9.2,0.3,0.2,2.5,1113.1,20,7.5,32.6,85.6,31.1,NA,26.2,8.5,28.2,18.8,1,1,0.141398936920834,0.117220941718801,0.0387600545651254,0.191166094360036,0.0377251987393575,0.0248835787196011,0.0565407592078649,0.0453925396302742
"1418",73.6,"Greene","MS",13183,18,19.8,23.2,66.5,9.3,1,73,26.5,0.3,0.2,0.8,999.9,30.8,8.2,NA,NA,NA,NA,NA,14.8,30.3,7.6,0,0,0.138890995979671,0.0816961237957976,0.0291284229689752,0.214746264128044,0.0367898050519609,0.0361829629067739,0.0606083592505499,0.0495334901008875
"1419",71.9,"Grenada","MS",22861,54,18.5,26.3,59.3,12.8,1.7,57.1,42,0.2,0.5,0.7,1145.1,31.2,8.5,38,89.6,27,NA,32.1,14.9,61.2,39.4,1,1,0.1579983377805,0.137220594024758,0.0426927955907441,0.237741131184113,0.0360001749704737,0.0408993482349853,0.0583089103713748,0.0455798084073313
"1420",74,"Hancock","MS",46711,98,15.7,24.1,61,13.6,1.3,90.6,7,0.6,0.8,2.3,1017.2,24.7,7.2,31.4,81.1,25.1,31.6,30.3,9.8,47.1,23.5,0,0,0.15251225621374,0.116589240221789,0.0296075870779902,0.15212690800882,0.0484896491190512,0.0342103573034189,0.0599430540986063,0.0442722270985421
"1421",73.4,"Harrison","MS",193810,334,16.5,27,61,11,1,72.3,22.6,0.5,2.7,2.5,1074.2,19,7.3,29.5,80.7,26.8,29.3,28.5,10.5,87.7,49,0,1,0.154940405551829,0.11312109798256,0.0313193333677313,0.126990351375058,0.0533666993447191,0.0267323667509416,0.0577627573396626,0.0456942366234972
"1422",73.5,"Hinds","MS",249345,287,20.5,28.7,60.6,9.4,1.4,33.3,65.2,0.1,0.6,0.9,920.1,19,6,31.9,81.5,26.1,29.7,21.6,9.2,118.7,68.2,0,1,0.161811947301931,0.103627504060639,0.0287553389881489,0.120656119031863,0.035268403216427,0.026072309450761,0.0566083137821091,0.0475766508251619
"1423",72.1,"Holmes","MS",21099,28,32.2,32.6,56,9.7,1.7,18.7,80.7,0.2,0.1,0.9,1226.5,26.3,7.2,35.5,86,28.9,NA,27.7,13.3,66.4,19,0,0,0.285321579221764,0.128110336982795,0.0455945779420826,0.227261955542917,0.0433195886060951,0.034788378596142,0.0537940186738708,0.0497653917247263
"1424",72.1,"Humphreys","MS",10527,25,30.2,32.4,55.9,9.9,1.8,25.9,73.6,0.1,0.3,2.1,1178.7,16.5,4.5,NA,NA,NA,NA,NA,3,38,0,0,0,0.307115037522561,0.118552294100883,0.0406573572717773,0.270162439441436,0.0467369620974637,0.0294480858744182,0.0537665051771635,0.0467369620974637
"1425",72.1,"Issaquena","MS",1909,5,29,23.9,63.9,11.1,1.2,37.3,62.4,0,0,0.5,814.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.308538501833421,0.0581456259821896,0.0256678889470927,0.266107909900471,0.0544787847040335,0.0429544264012572,0.0602409638554217,0.0513357778941854
"1426",73.3,"Itawamba","MS",23359,44,13.7,25.2,61,12.6,1.2,92.8,6.6,0.1,0.2,1.1,1081.9,27.3,6.8,37.7,86.6,28.4,NA,23.2,9.6,34.2,25.7,0,1,0.115629949912239,0.109893402971018,0.0329209298343251,0.226679224281861,0.0316794383321204,0.0300954664155144,0.0592491116914251,0.0467485765657776
"1427",74.2,"Jackson","MS",135940,187,15,26.6,61.9,10.6,0.9,74.9,21.8,0.4,1.8,2.4,1068.9,18.8,6.6,28.1,75.9,26.1,30.4,28.2,9.6,68.4,39,0,1,0.141040164778579,0.10033102839488,0.0258496395468589,0.123657495954097,0.0472120052964543,0.0336545534794762,0.0580403119023098,0.0456230690010299
"1428",73.9,"Jasper","MS",18162,27,20.8,26.9,58.8,12.4,1.9,47,52.5,0,0.2,0.7,970.2,26.2,7.7,35.5,88,28.6,NA,20.9,10.9,16.5,22,1,0,0.191553793635062,0.12939103622949,0.0470212531659509,0.216881400726792,0.0344125096355027,0.0365598502367581,0.0577579561722277,0.0450941526263627
"1429",71.9,"Jefferson","MS",9432,18,27.9,27.7,62.2,8.6,1.5,13.7,86,0.1,0.1,0.7,1114.5,NA,NA,NA,NA,NA,NA,NA,11.3,31.8,0,0,0,0.23441475826972,0.0943596268023749,0.047921967769296,0.247773536895674,0.0485581000848176,0.0461195928753181,0.0573579304495335,0.0493002544529262
"1430",72.5,"Jefferson Davis","MS",13158,32,22.9,26.7,59.1,12,2.2,41.6,57.8,0.1,0.2,0.9,1068.6,30.1,8.1,34.4,NA,27.5,NA,21.8,7.8,7.6,22.8,0,0,0.243958048335613,0.112935096519228,0.0454476364189087,0.216142270861833,0.0412676698586411,0.0412676698586411,0.0579875360997112,0.0464356285149719
"1431",74.3,"Jones","MS",66160,95,18.7,26.1,59.8,12.6,1.5,71.4,27.4,0.4,0.4,3.5,1013.1,21.4,6.6,34.2,84.4,29.9,34.7,23,9.4,63.5,36.3,0,1,0.174712817412334,0.135308343409915,0.0428657799274486,0.170359733978235,0.0283706166868198,0.0318923821039903,0.058403869407497,0.0458131801692866
"1432",74.1,"Kemper","MS",10246,13,19.9,26,59.5,12.2,2.3,38.8,58.8,2.1,0.1,0.9,874.5,NA,6,NA,NA,NA,NA,NA,8.8,9.8,9.8,0,0,0.205446027718134,0.131661136053094,0.0341596720671482,0.252488776107749,0.0417723989849697,0.0325004879953152,0.0586570368924458,0.0484091352723014
"1433",75.5,"Lafayette","MS",40842,65,15.8,22.7,66.7,9.3,1.2,73.3,24.1,0.2,1.8,1.3,953.2,15,5.7,20.4,82.3,22.3,24.2,21.9,6.8,80.8,29.4,1,1,0.134493903334802,0.079183193771118,0.0233338230253171,0.119827628421723,0.0267371823123255,0.0295529112188433,0.0615053131580236,0.0649821262425934
"1434",75.8,"Lamar","MS",44616,90,13.9,27.2,63.4,8.6,0.9,84.2,14.2,0.2,0.9,1.5,956,16.2,5.7,26,79.7,29.2,25.4,27.1,7.2,15.7,9,0,0,0.131208535054689,0.0699973103819258,0.0215169445938677,0.106419221803837,0.0265823919670074,0.0293840774610005,0.057580240272548,0.0480096826250672
"1435",73.1,"Lauderdale","MS",77218,110,18.8,27.5,58.2,12.2,2,57.9,40.6,0.2,0.6,1.2,1114.4,19.2,6.4,27,78.6,26.5,33.4,24.5,8,93.2,41.4,0,1,0.153850138568728,0.135667849465151,0.033126991116061,0.16253982232122,0.0336061540055427,0.0279857028154057,0.0573829936025279,0.0447046025538087
"1436",73.4,"Lawrence","MS",13502,31,17.5,26.2,60.1,12.4,1.3,67.5,31.8,0.1,0.5,0.8,1061.8,30.3,9.3,37.6,84.1,35.5,NA,30.8,9.1,29.6,29.6,0,0,0.161383498740927,0.167901051696045,0.0599170493260258,0.176566434602281,0.0335505850985039,0.0362909198637239,0.058361724189009,0.0460672492964005
"1437",72.7,"Leake","MS",22453,39,19.9,29.5,56.8,12,1.7,55.8,38.9,4.6,0.3,2.9,1077.6,25.7,5.4,39.1,84.6,29,NA,20.1,12,22.3,17.8,0,0,0.190130494811384,0.134146884603394,0.0417316171558366,0.22371175344052,0.0292611232352024,0.0294392731483543,0.05598361020799,0.0460072150714827
"1438",74.4,"Lee","MS",78793,175,14.1,27.4,60.6,10.7,1.3,72.7,25.8,0.2,0.6,1.3,1023.1,22.4,6.5,33.1,77.5,25.5,35.7,19.7,9.8,110.4,45.7,0,1,0.130316144835201,0.120137575672966,0.0379729163758202,0.16458314824921,0.0328963232774485,0.0294315484878098,0.0574162679425837,0.0442171258868174
"1439",72.5,"Leflore","MS",36431,62,29.4,30.1,58.3,9.9,1.6,28.5,70.6,0.1,0.6,2.2,1154.8,23.2,7,49.5,86.3,30.7,39.6,25.5,11.9,54.9,30.2,1,0,0.242870083170926,0.114874694628201,0.0364524717959979,0.22296944909555,0.0411462765227416,0.0311547857593807,0.0555296313579095,0.0496280640114188
"1440",72.9,"Lincoln","MS",33906,58,17.7,25.7,60.5,12.3,1.5,69.1,30.2,0.2,0.4,0.7,1147.6,20.9,6.3,29.3,88,27.1,36,27.8,8.4,44.2,20.6,1,1,0.153365186102755,0.122220256001888,0.0376039639001947,0.18598478145461,0.0340057806877839,0.0372500442399575,0.0586916769893234,0.0450952633752138
"1441",74.8,"Lowndes","MS",59895,119,19.2,28.2,59.8,10.4,1.6,55.3,42.9,0.2,0.7,1.1,910.4,23.4,6,30.4,80.6,24.3,28.2,23,10.6,65.1,45.1,1,1,0.159612655480424,0.114416896235078,0.0312379998330412,0.153435178228567,0.0360631104432757,0.0287169212789047,0.0568327907170882,0.0463310793889306
"1442",73.7,"Madison","MS",84286,118,13.2,27.8,62.1,9.1,0.9,59.8,38,0.1,1.6,1.3,1301.5,13.8,4.7,21,80.8,25.8,21.9,16.8,5.5,155.4,32,0,1,0.115772488906817,0.0864200460337423,0.0210473862800465,0.107704719645018,0.0272999074579408,0.0257456754383883,0.0571269249934746,0.0460693353581852
"1443",72.2,"Marion","MS",25235,47,21.7,27.2,58.8,12.4,1.7,66.7,32.4,0.2,0.3,0.7,1206.1,26.3,9,38.7,80.6,31,25.1,34.9,10.4,59.4,23.8,0,0,0.18981573211809,0.147612443035467,0.0460867842282544,0.214503665543887,0.0371705963938974,0.0398256389934615,0.0576183871606895,0.0462849217356846
"1444",72.2,"Marshall","MS",35659,50,19.1,26.6,61.9,10.4,1,49.6,49.6,0.2,0.1,1.5,1149.5,24.2,6.8,31.3,80.6,38.6,NA,31.2,14.3,8.4,11.2,0,0,0.16772764239042,0.109537564149303,0.0358114361030876,0.251268964356824,0.0392888190919543,0.0360638268038924,0.0581059480075156,0.0468605401160997
"1445",74.4,"Monroe","MS",37704,49,16.3,25.4,59.7,12.9,2,68.4,31,0.1,0.2,0.9,938.9,25.8,7.3,34.6,83.2,28.5,41.6,25.4,9.9,53,23.9,0,1,0.149188415022279,0.129402715892213,0.0385105028644176,0.228490345851899,0.0399161892637386,0.0290685338425631,0.0589062168470189,0.0457776363250584
"1446",72.9,"Montgomery","MS",11829,29,20.8,25.8,57.1,14.5,2.6,53.7,45.8,0.1,0.3,0.9,1004.5,31.8,6.5,26.2,83.2,31.3,NA,25.3,11.9,76.1,16.9,1,1,0.182855693634289,0.171696677656607,0.0442133739115733,0.250739707498521,0.0357595739284809,0.0376194099247612,0.0586693718826613,0.0452278299095443
"1447",73.7,"Neshoba","MS",29905,52,18.6,28.7,58.3,11.4,1.7,63.6,20.5,14.4,0.4,1.5,1018.8,30.1,6.8,36.8,81.9,26.8,30.7,26.2,8.6,43.5,13.4,0,0,0.180973081424511,0.101421167028925,0.0296271526500585,0.20297609095469,0.0318675806721284,0.0347767931783983,0.0564119712422672,0.0450760742350777
"1448",73.9,"Newton","MS",22366,39,16.9,27.6,57.1,13.3,2,65.2,30.1,4.3,0.2,1.2,1026.2,26.1,8,28.7,82.3,28.3,NA,20.3,12,26.8,26.8,1,0,0.150451578288474,0.167352231065009,0.0460520432799785,0.172851649825628,0.0287937047303943,0.0352320486452651,0.0573638558526335,0.0461414647232406
"1449",74.1,"Noxubee","MS",12202,18,26.8,30,57.2,11,1.8,28.9,70.4,0.3,0.1,1.4,1028.7,NA,NA,NA,NA,30.3,NA,13.3,18.2,24.6,24.6,0,0,0.249303392886412,0.129405015571218,0.047533191280118,0.253401081789871,0.0467956072774955,0.0372070152434027,0.0554827077528274,0.0463858383871496
"1450",76,"Oktibbeha","MS",41247,90,21.4,23.1,67.3,8.5,1,60.2,36.2,0.2,2.8,1.1,936.2,14.9,5.8,24.4,82,21.9,21.3,20,6,60.6,24.2,0,1,0.175164254370015,0.0929522147065241,0.0257230828908769,0.102455936189299,0.0322690135040124,0.0411181419254734,0.0610953523892647,0.0691201784372197
"1451",71.9,"Panola","MS",35331,52,20.9,28.5,59.6,10.4,1.5,51.4,48,0.1,0.2,1.4,1062.1,26.4,6.4,34.5,79.2,26.8,NA,25.7,11.1,34,28.3,0,0,0.195861990886191,0.117262460728539,0.0421159887917127,0.227448982479975,0.0392573094449633,0.033766380798732,0.0566641193286349,0.0468993235402338
"1452",74.4,"Pearl River","MS",52659,65,18.1,26,61.1,11.8,1.1,85.8,12.3,0.5,0.4,1.6,1010,23.1,7.9,29.7,83.2,28.1,29.7,31,9.1,32.3,11.4,1,0,0.172942896750793,0.115554795951309,0.0364040334985473,0.166790102356672,0.0379232419909227,0.039765282287928,0.0585275071687651,0.045899086575894
"1453",72.7,"Perry","MS",12160,19,18.3,27.6,60.3,11,1.1,76,23.2,0.3,0.2,1.2,1142.7,NA,8,NA,90.1,NA,NA,NA,10.3,24.7,16.4,0,0,0.182401315789474,0.102384868421053,0.0392269736842105,0.183141447368421,0.0377467105263158,0.0382401315789474,0.0573190789473684,0.0443256578947368
"1454",73.2,"Pike","MS",39426,96,22.8,28.3,57.4,12.7,1.7,49.6,49.4,0.2,0.5,0.7,1047.3,30.2,8.4,30.8,84.3,33.5,37.7,29.1,13.8,58.3,30.4,1,1,0.19705270633592,0.140998325977781,0.0434231217977984,0.189747882108253,0.0370567645716025,0.0385025110333283,0.0567392076294831,0.0445391366103586
"1455",75.6,"Pontotoc","MS",28208,57,13.2,26.1,61.3,11.1,1.6,84.7,14.6,0.3,0.1,2.8,930.5,25.2,7.7,42.9,82.7,29.4,30,24.6,11.1,21.3,14.2,1,1,0.137549631310267,0.110571469086784,0.0356990924560408,0.217739648326716,0.030097844583097,0.0364435621100397,0.0584231423709586,0.0459798638684061
"1456",75.9,"Prentiss","MS",25593,62,15.2,25.3,60,12.7,2,85.1,14,0.2,0.2,0.7,871.7,24.1,7.9,34.5,81,25.1,NA,34.2,8.9,31.3,15.6,0,0,0.138944242566327,0.149220489977728,0.0539991403899504,0.234243738522252,0.0366897198452702,0.0357519634274997,0.059156800687688,0.046067284022975
"1457",71.2,"Quitman","MS",9512,23,27.3,30.5,56.7,10.8,1.9,30.5,69,0.1,0.2,0.6,1150.5,NA,5.3,NA,NA,NA,NA,NA,15.9,21,10.5,0,0,0.254310344827586,0.134777123633305,0.0560344827586207,0.272392767031119,0.0435239697224558,0.0384777123633305,0.0551934398654331,0.0466778805719092
"1458",76.1,"Rankin","MS",131841,170,10.4,25.1,64.7,9.3,0.9,79.8,18.6,0.2,0.9,1.7,870.9,18,6.2,30.2,82.9,26.9,28.9,24.2,6.8,101.6,36.4,0,1,0.102646369490523,0.0871276765194439,0.0238696611827884,0.120106795306468,0.0251818478318581,0.0242716605608271,0.0591242481473897,0.0461161550655714
"1459",72.7,"Scott","MS",28739,47,16,28.1,59.3,10.9,1.7,59.9,38.7,0.5,0.3,6.7,995.2,28.3,7.7,37.5,NA,31.6,NA,26.2,12.2,17.4,31.3,0,0,0.217509307909113,0.125961237342983,0.0373708201398796,0.242144820627023,0.0285674518946379,0.0324297992275305,0.0569261282577682,0.0453042903371725
"1460",72.1,"Sharkey","MS",5967,14,29.4,30.8,57.2,10.3,1.7,29.8,69.5,0.1,0.4,1.5,1177.6,NA,NA,NA,NA,NA,NA,8.2,NA,16.8,33.5,1,1,0.299815652756829,0.124015418133065,0.0407239819004525,0.236132059661471,0.0541310541310541,0.048935813641696,0.0549689961454667,0.0467571644042232
"1461",72.1,"Simpson","MS",27944,47,19.7,27.4,59.8,11.2,1.6,64.6,34.7,0.1,0.2,1.5,1096.8,27.9,8,32.7,84.4,27.6,32,24.7,11.1,39.4,32.2,0,1,0.182758373890638,0.116590323504151,0.041010592613799,0.201975379330089,0.0286644718007443,0.0358574291440023,0.0574720870312053,0.0453406813627254
"1462",73.9,"Smith","MS",16058,25,16.4,26.3,59.7,12.5,1.5,76.4,23.2,0.1,0.2,0.8,998.1,33.9,8.5,38,NA,20.6,NA,28.4,9.6,24.9,6.2,1,0,0.176049321210612,0.109789513015319,0.0387345871216839,0.191866982189563,0.0285838834225931,0.0412878316104123,0.0582887034499938,0.0454602067505293
"1463",72.7,"Stone","MS",14862,33,17.3,27.2,61.2,10.6,1,79.1,20,0.3,0.2,1.5,1269.7,27.4,6.6,25,91.4,29,NA,30.9,5.9,47.1,13.5,0,1,0.157583097833401,0.122863679181806,0.0415825595478401,0.160745525501278,0.0357959897725744,0.0379491320145337,0.0578656977526578,0.047974700578657
"1464",71.1,"Sunflower","MS",32311,47,30.3,28.1,62.6,7.9,1.3,26.9,72.3,0.2,0.4,1.7,1168.1,21.2,5.9,35.1,84.8,36.3,NA,25.2,7.4,37.1,18.6,0,0,0.23072637801368,0.08935037603293,0.0334870477546346,0.244034539320974,0.0398316362848566,0.0315372473770543,0.0571322459843397,0.0511590480022283
"1465",71.2,"Tallahatchie","MS",14191,22,25.6,28.6,58.2,11.5,1.8,38.8,60.5,0.1,0.4,1,1025.9,NA,7.2,NA,93.8,NA,NA,21.7,9,21.1,14.1,0,0,0.256571066168698,0.118878162215489,0.0474948911281798,0.282432527658375,0.0460150799802692,0.0321330420689169,0.0566556268057219,0.0476358255232189
"1466",73.4,"Tate","MS",26548,66,15,27.9,60.4,10.4,1.4,68.8,30.5,0.2,0.2,1.3,1047,23.7,7.1,29.4,89.5,27.6,27.6,37.1,8.6,33.9,18.8,0,0,0.132740696097634,0.110215458791623,0.0330345035407564,0.176435136356788,0.0312641253578424,0.0325448244688865,0.0573301190296821,0.0483652252523731
"1467",73.6,"Tippah","MS",21212,46,15.7,25,60.7,12.6,1.7,82,17,0.3,0.1,3.2,1093.5,29.5,8.1,29.6,84.1,32.7,NA,23.1,10.2,28.3,18.9,0,0,0.137516500094286,0.15052800301716,0.0656703752592872,0.228219875542146,0.0335187629643598,0.0535545917405242,0.0592117669243824,0.0460588346219121
"1468",73.3,"Tishomingo","MS",19202,45,13.9,22.8,59.9,15.5,1.8,95.9,3.6,0.1,0.1,2.5,1119.2,32.7,9.9,36.4,76.5,25.1,33.8,33.3,10.6,36.5,20.8,1,0,0.13842308092907,0.182376835746276,0.064889074054786,0.249505259868764,0.0387980418706385,0.0523382980939485,0.0608269971877929,0.0434850536402458
"1469",71.2,"Tunica","MS",10321,23,22.4,31.1,59.3,8.6,1.1,25.8,73.4,0.1,0.4,2.5,1283.1,NA,7.3,NA,NA,NA,NA,NA,11.3,9.7,0,0,0,0.217614572231373,0.0892355391919388,0.0346865613797113,0.237380098827633,0.0453444433678907,0.0339114426896619,0.0546458676484837,0.0461195620579401
"1470",75.8,"Union","MS",26784,64,12.8,25.8,60.7,11.8,1.7,83.8,15.1,0.2,0.3,2.5,945.9,21.6,5.7,33.2,90,24.9,NA,30.8,6.1,74.7,18.7,1,1,0.131757765830346,0.125784050179211,0.0395758661887694,0.210834826762246,0.030241935483871,0.0335274790919952,0.0585797491039427,0.0442428315412186
"1471",73.4,"Walthall","MS",15460,38,22.3,27.2,58.1,12.8,1.9,55.1,44.3,0.1,0.2,1.2,1048.3,28,7.9,31.1,92,32,NA,23.1,12.8,64.7,19.4,0,1,0.227037516170763,0.110155239327296,0.0362871927554981,0.211384217335058,0.0365459249676585,0.0405562742561449,0.0576326002587322,0.0463777490297542
"1472",73.2,"Warren","MS",49131,84,17.6,28.4,59.9,10.3,1.4,52.5,46,0.2,0.7,1.2,1115.4,21.4,6.6,34.7,80.4,33.5,34.1,24.3,12.3,75.3,40.7,0,1,0.170381225702713,0.113329669658668,0.0285970161405223,0.146200972909161,0.0360668417089007,0.0260935051189677,0.0566037735849057,0.0446154159288433
"1473",71.1,"Washington","MS",59220,82,28.4,31,57.6,10,1.4,31.7,67.2,0.1,0.7,1.1,1149.7,25.2,7.2,39.5,83,35.7,40.8,24.6,10.2,54,37.1,0,0,0.239496791624451,0.116345829111787,0.038500506585613,0.200185748058088,0.0491050320837555,0.0508780817291456,0.0547112462006079,0.046048632218845
"1474",74.7,"Wayne","MS",21291,26,20.6,27.6,59.9,11.2,1.3,61.4,38.2,0.1,0.2,0.7,1068.8,30.7,8.1,31.8,86.5,22.9,NA,23.2,9.3,28.2,14.1,1,0,0.175473204640458,0.0982105114837255,0.0395472265276408,0.226433704382133,0.0336292330092527,0.0389836080973181,0.0573012070828049,0.0455591564510826
"1475",72.9,"Webster","MS",10092,24,18.4,25.2,58.3,14.9,1.6,79.8,19.8,0.2,0.2,1.9,1072,23.4,6.8,32.8,NA,NA,NA,23.2,8.4,29.7,29.7,1,0,0.177962742766548,0.159829567974633,0.0482560443915973,0.216309948474039,0.0308164883075704,0.0362663495838288,0.0590566785572731,0.0448870392390012
"1476",74.2,"Wilkinson","MS",10269,15,27.9,25.3,61.7,11.3,1.7,29.8,69.9,0.1,0,0.4,1205.1,23.5,5.9,34.2,NA,NA,NA,18,7.2,77.9,19.5,1,1,0.189210244424968,0.121530820917324,0.0360307722270912,0.268672704255526,0.0474242866880904,0.0532671146168079,0.0591099425455254,0.0487876132047911
"1477",75.3,"Winston","MS",19870,33,20,25.7,58.5,13.8,2,54.7,44.2,0.8,0.1,1.6,956.5,25.7,7.1,34.3,NA,38.9,NA,20.3,9.5,25.2,20.1,0,0,0.163261197785606,0.140764972320081,0.0343231001509814,0.210920986411676,0.032964267740312,0.0363361852038249,0.0587820835430297,0.0452944136889784
"1478",74,"Yalobusha","MS",13417,29,19,25.6,59,13.5,1.9,60.2,39.2,0.2,0.2,1,1041.7,24.2,5.8,36.1,82.6,24.5,NA,25.5,10,14.9,29.8,1,0,0.166505179995528,0.173287620183349,0.0625326078855184,0.206827159573675,0.036818961019602,0.0597003801147798,0.0587314600879481,0.044570321234255
"1479",72.3,"Yazoo","MS",28195,31,27,27.5,60.7,10.2,1.6,44.2,54.9,0.2,0.4,5.2,1108.1,25.4,6.4,38.8,90.5,33.6,NA,21.7,9.7,21.3,21.3,0,0,0.226032984571733,0.116935626884199,0.0316013477566945,0.224472424188686,0.0383401312289413,0.0374179819116865,0.0573151267955311,0.04571732576698
"1480",77.9,"Adair","MO",24509,43,15.9,24.1,63.9,10,2,95.8,1.4,0.3,1.8,1.7,904.1,14.3,5.8,23.8,80.6,20.5,21.3,18.2,6.2,24.5,36.7,0,1,0.105512260802154,0.111877269574442,0.0252560283977314,0.0827043127014566,0.022318332041291,0.0182381982129014,0.0673222081684279,0.0671998041535762
"1481",77.8,"Andrew","MO",16899,39,8.3,23.9,62.5,11.6,2,98.5,0.6,0.4,0.3,1.2,813.8,16,5.6,28.8,80.5,26,31.8,19.3,9.1,0,213,0,0,0.0945618083910291,0.104680750340257,0.0149713000769276,0.103083022664063,0.0297058997573821,0.0234925143499615,0.0666311616071957,0.0484052310787621
"1482",77.8,"Atchison","MO",6246,11,11,22.6,57.5,15.8,4.2,97.3,2.1,0.2,0.3,0.8,833.9,20.4,6,30.4,89.2,30.1,NA,22.9,5.1,48,48,1,1,0.112391930835735,0.1940441882805,0.0222542427153378,0.139449247518412,0.0235350624399616,0.0168107588856868,0.0680435478706372,0.0481908421389689
"1483",76.9,"Audrain","MO",25759,37,13.6,24.8,59.1,13.4,2.6,90.8,7.7,0.3,0.4,1,904.8,20,6.5,32.5,82.6,25.2,NA,22,8.8,73.8,23.3,1,1,0.112310260491479,0.153383283512559,0.0237975076672231,0.169300050467798,0.0246903994720292,0.0232151869249583,0.0657246011102915,0.0453045537482045
"1484",75.3,"Barry","MO",35599,46,14.9,25.5,58.7,14,1.8,96.8,0.3,0.9,0.8,6.9,952.8,27.4,8.9,25,80.7,26.8,NA,21.7,11.5,61.8,22.5,0,1,0.172982387145706,0.163712463833254,0.0316862833225652,0.162616927441782,0.0240175285822635,0.0269951403129301,0.0651984606309166,0.0463777072389674
"1485",76.4,"Barton","MO",13057,22,12.8,26.1,58.5,12.7,2.7,97.2,0.4,0.8,0.4,1.1,856.9,NA,5.2,NA,NA,NA,NA,NA,NA,7.7,23,1,1,0.126828521099793,0.146664624339435,0.0208317377651834,0.150647162441602,0.0247376885961553,0.0206019759515968,0.0647162441602206,0.0464118863444895
"1486",75.3,"Bates","MO",17027,20,13,24.6,58.8,13.9,2.7,97.6,0.8,0.5,0.3,1.4,973,20.9,7.3,34.7,87.2,27.7,NA,30.6,9.3,29.4,29.4,1,0,0.140071650907382,0.157573265989311,0.0284254419451459,0.155987549186586,0.0298936982439655,0.0230809890174429,0.0660128031949257,0.0472778528219886
"1487",75.3,"Benton","MO",18854,27,14.6,19.1,57.9,20.8,2.2,98.4,0.1,0.5,0.1,1.1,988.8,29.1,8.8,32.4,NA,24.6,NA,19.4,17.8,10.6,15.9,0,1,0.147873130370213,0.213747745836427,0.0476821894558184,0.208921183833669,0.0258831017290761,0.038347300307627,0.0705420600403097,0.0459318977405325
"1488",74.9,"Bollinger","MO",12325,20,13.3,23.9,61.2,13,1.8,98.2,0.3,0.6,0.2,0.5,934.5,NA,6.1,NA,NA,NA,NA,NA,9.1,8.1,8.1,0,0,0.152210953346856,0.135740365111562,0.0327789046653144,0.199918864097363,0.0291277890466531,0.0296957403651116,0.0666937119675456,0.0477079107505071
