"","county_name","state_abbr","population_size","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","prim_care_phys_rate","major_depression","recent_drug_use","ale","all_death","diabetes","health_status","no_exercise","obesity","poverty","smoker","unhealthy_days","population_density","uninsured","elderly_medicare","disabled_medicare","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled"
"280","Lincoln","CO",5618,23.1,61.8,12.5,2.6,92.1,5.6,1,1,10.2,89,415,438,77.1,834.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.1,23.1128804587561,6.10639445300462,2,973,762,96,17.8,703,138,111
"281","Logan","CO",20719,26.3,59.6,12.1,2,96,2.3,0.8,0.5,12.6,53.1,1471,1649,77.9,811.7,6.2,12.9,25.7,25.3,12.8,31.6,6.3,11,3212,2921,491,38.6,2367,428,489
"282","Mesa","CO",129872,24.7,59.9,13.1,2.2,96.3,0.7,0.9,0.7,10.8,90.9,9382,10265,77.5,832,3.9,10.7,17.9,18.3,11.1,20.4,5.7,39,18749,18626,2962,44.7,12897,3310,4104
"283","Mineral","CO",932,17.9,61.6,18.8,1.7,99.2,0,0.3,0,1.9,107.3,73,68,80.8,751.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.5,23.1128804587561,6.10639445300462,1,115,3495,699,0,60,21,20
"284","Moffat","CO",13417,28.5,62.5,7.8,1.2,97.3,0.4,0.9,0.4,12.6,52.2,926,1021,78.5,878.1,7.6,17.3167541380702,26.5083862194016,12.1,9.5,23.1128804587561,6.1,3,1966,1257,242,29.8,1753,367,267
"285","Montezuma","CO",24778,26.4,58.7,13.3,1.6,87,0.2,10.9,0.4,9.7,84.8,1752,1893,74.8,950.6,5.7,14.1,16.1,17.8,14.9,22.5,5.6,12,4699,3404,555,40.4,3065,679,754
"286","Montrose","CO",37482,25.5,58.6,13.7,2.2,96.3,0.6,1.3,0.7,16.5,72,2676,2851,78.3,776.8,4.2,16,28.6,18,12.3,21.4,5.9,17,6477,5422,709,56,4804,887,1220
"287","Morgan","CO",27995,30.4,55.9,11.4,2.2,97.3,0.7,1,0.5,32.2,64.3,1873,2116,77.1,836.3,4.2,23.7,34.4,25.6,12.8,24.4,6.8,22,5406,3414,471,35.7,4891,633,644
"288","Otero","CO",19495,28,54.7,14.7,2.6,95.1,1.1,1.6,1,37.8,51.3,1351,1509,77.1,946.3,1.6,13.7,21.2,26.7,17.8,17.2,6.7,15,4282,3378,707,35.9,2999,620,669
"289","Ouray","CO",4260,21.1,65.7,12.3,1,97.9,0.1,0.8,0.4,3.8,117.4,322,318,80.8,626.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,7.6,23.1128804587561,6.10639445300462,8,497,470,37,23.5,203,99,169
"290","Park","CO",16949,22.3,69.4,7.9,0.4,96.6,0.8,0.8,0.6,5.8,17.7,1260,1258,81.3,673.1,2.5,8.9,15.6,15.9,7.2,20.4,5.4,8,2169,1020,249,5.9,805,427,464
"291","Phillips","CO",4586,27.7,54,14.7,3.6,97.9,0.3,0.7,0.5,18.4,109,318,339,77.9,742.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.8,23.1128804587561,6.10639445300462,7,752,896,72,21.8,548,79,104
"292","Pitkin","CO",14914,16.9,73.8,8.6,0.7,97,0.7,0.3,1.5,7,134.1,1180,1056,80.1,417.7,2.1,7.5,8.4,4.2,5.2,14.2,4.6,15,1688,930,51,73.8,429,465,391
"293","Prowers","CO",13892,31.1,55.9,10.8,2.2,96.8,0.6,1.5,0.7,37.2,72,922,1083,75.7,884,9.3,17.3167541380702,26.5083862194016,24.1451888489209,17.4,14.1,6.8,8,3277,1756,300,50.4,2327,380,423
"294","Pueblo","CO",151322,26.3,58.9,12.6,2.2,93.7,2.2,1.9,0.9,38.5,86.6,10704,11787,76.8,880.1,9,15.9,22.7,22.6,15.2,24.2,7.3,63,26093,20918,5046,49.6,18366,4649,4569
"295","Rio Blanco","CO",5973,25.9,61.6,11.2,1.2,97.8,0.2,0.9,0.4,5.8,67,427,489,78.5,871.1,7,12.3,26.5083862194016,24.1451888489209,9.2,23.1128804587561,6.10639445300462,2,958,691,109,67,444,145,114
"296","Rio Grande","CO",12227,27,57.4,13.3,2.3,96.7,0.8,1.6,0.5,37.4,49.1,858,951,76.5,891.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,16.6,17,6.10639445300462,13,3061,1752,316,40.9,1716,388,386
"297","Routt","CO",21313,21.5,72.6,5.5,0.4,97.7,0.5,0.5,0.5,3.7,107.9,1602,1649,78.5,748.7,0.7,2.2,10.8,10.9,6.3,16.9,3.5,9,2581,1126,158,42.2,709,540,509
"298","Saguache","CO",7031,27.2,62.9,8.7,1.3,96.4,0.2,2.2,0.6,45.4,14.2,492,556,76.5,813.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,20.5,23.1128804587561,6.10639445300462,2,1673,676,124,0,1341,227,202
"299","San Juan","CO",577,17.1,74.3,8,0.7,98.1,0,1.2,0.7,8.8,0,46,42,74.8,1354.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.4,23.1128804587561,6.10639445300462,1,155,54,12,0,35,38,20
"300","San Miguel","CO",7213,17.8,78.3,3.6,0.3,97.4,0.3,0.8,1.2,8.7,124.8,564,516,80.8,591.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,8.7,23.1128804587561,6.10639445300462,6,951,278,29,27.7,354,228,207
"301","Sedgwick","CO",2529,23.3,53.7,19.6,3.4,98,0.6,0,1.1,13.6,79.1,185,181,77.9,948.8,8.3,17.3167541380702,26.5083862194016,24.1451888489209,11.1,23.1128804587561,6.10639445300462,5,505,606,68,79.1,370,52,76
"302","Summit","CO",24892,18.8,76.6,4.3,0.3,97.1,0.9,0.4,0.9,13.1,116.5,1924,1880,81.3,435.5,0.6,5.9,10.2,7,6.4,17,3.4,41,3707,1041,104,48.2,1236,655,657
"303","Teller","CO",21918,23.8,66.9,8.7,0.6,95.8,1,1,0.7,4.5,63.9,1602,1673,78.2,770.9,5.2,7.6,16.9,9.1,7.6,20.7,4.9,39,2930,1866,394,36.5,900,626,538
"304","Washington","CO",4633,24.4,56.5,17,2.1,98.9,0.1,0.7,0.1,7.5,0,336,352,77.9,858.2,7.81018756895918,17.3167541380702,26.5083862194016,11.4,10.8,23.1128804587561,6.10639445300462,2,935,817,62,21.6,576,110,116
"305","Weld","CO",228943,29,62.6,7.2,1.1,95.8,0.8,1,1.2,27.5,55.9,15646,18793,78.5,811.6,4.8,15.1,24.5,22,10.3,17.7,5.8,57,32985,16347,3033,23.1,28159,5574,5254
"306","Yuma","CO",9789,27.8,56.1,13.4,2.6,99.1,0.2,0.3,0.1,18.4,112.4,680,741,77.9,835.2,3.7,14.9,26.5083862194016,13.8,12.1,23.1128804587561,4.6,4,1977,1510,130,30.6,1291,199,264
"307","Fairfield","CT",902775,26.5,60.4,10.8,2.2,83.7,10.7,0.3,4.2,13.8,129.9,61937,56172,79.2,705.3,5.1,12.3,20.6,16.3,7.3,16.4,5.2,1443,87577,112954,11885,74.7,94167,20249,17472
"308","Hartford","CT",877393,24.9,60.9,11.6,2.6,81.6,13.3,0.3,3.4,12.5,130,61574,56940,77.8,753.4,6.3,11.8,21.1,19.2,9.2,18.3,5.5,1193,95398,122061,18369,79.7,104391,23897,13885
"309","Litchfield","CT",190071,23.2,62.4,11.7,2.7,96,1.4,0.2,1.4,3.1,77.3,13616,12125,78.8,736.8,5.8,11.5,19.4,17.7,5.5,18.2,5.8,207,14599,25936,3558,51,18746,4704,3755
"310","Middlesex","CT",163214,23.3,62.9,11.2,2.6,91.8,4.7,0.2,2.1,3.5,93.7,11674,10553,79.2,725.8,5.2,11.1,18,18.8,5.1,18.3,5.3,442,11370,21120,2818,60.7,12744,3854,4010
"311","New Haven","CT",846766,24.9,61.2,11.1,2.8,82.4,12.6,0.3,3.3,11.7,143.8,59388,56189,78,765,7.3,13.6,25.4,21,9.4,20.1,6,1398,92560,114109,17691,59,96328,23141,21587
"312","New London","CT",266618,24.7,62.2,11,2.1,87.6,6,0.9,3.2,5.9,75,18761,17581,78.8,818.6,6.6,12,20.3,19.3,6.6,21.3,5.5,400,23723,34186,5204,56.3,25168,6553,8486
"313","Tolland","CT",147634,24.2,65.3,9,1.6,92.6,3.4,0.2,2.8,3.4,69.1,10524,11261,78.7,711.4,4.2,9.2,17.8,18.7,5.3,18.7,5.1,360,11139,14365,1910,42.7,10162,3374,2492
"314","Windham","CT",115826,24.5,63.7,9.7,2.2,94.7,2.3,0.5,1.1,7.4,57.8,8177,8035,76.8,904.5,7.4,13.4,24.9,23.5,8.1,24.2,6.2,226,11524,13341,2836,31.9,15624,3325,1793
"315","Kent","DE",143968,26.3,61.4,10.8,1.5,73.7,22,0.6,1.9,3.7,50.7,8167,9653,75.8,907.6,8.5,14,26.9,25.2,10.6,24.6,6.1,244,17333,14922,3232,32.6,19099,2670,3114
"316","New Castle","DE",523008,25.1,63.3,9.9,1.6,72.3,22.5,0.3,3.6,6.6,97.3,30114,34566,76.5,857.3,6.6,12.2,23,20.5,8.2,22.1,6,1227,51503,56658,9842,46.5,50065,12469,11659
"317","Sussex","DE",176548,21.4,59.1,17.2,2.2,83.5,14.1,0.6,0.9,5.8,63.4,10618,10978,76.5,837.8,8.9,16,27.9,24.5,10,24.7,6.2,188,21623,30270,4295,14.2,29734,3333,5203
"318","Washington","DC",550521,21.5,66.3,10.5,1.8,38,57,0.3,3.2,8.4,227.6,39452,38591,72,1024.9,7.8,12.2,22.2,21.3,17.5,20.4,5.4,8966,3430,63403,10262,102.8,85615,19159,15471
"319","Alachua","FL",223852,23.7,66.1,9,1.2,73.7,20,0.3,4.4,6.3,220.7,12219,15278,76.4,892,7.1,10.9,23.3,17.5,16.1,22,5.9,256,33617,22087,4869,97.4,15317,3553,7283
"320","Baker","FL",24569,27.2,63.2,9,0.7,85.3,13.3,0.3,0.5,2.3,32.6,1275,1346,70.2,1137.3,10.3,27,37.1,34.4,13.7,33.9,8.2,42,2735,1996,841,12.2,4348,384,737
"321","Bay","FL",161558,24.6,61.4,12.8,1.2,84.4,11.3,0.8,1.9,3.1,56.9,8648,8385,75.3,961.1,6.9,18.5,23.7,20.5,12.8,24.7,6.3,212,21318,20927,4534,37.1,20866,2962,6190
"322","Bradford","FL",28118,21.9,65.4,11.5,1.3,76.3,21.9,0.4,0.8,2.9,21.3,1558,1519,74.2,1045.2,8.1,13.5,32.2,25.9,16.2,21.8,5.4,96,3409,2734,741,24.9,5046,419,1000
"323","Brevard","FL",531250,22,57.9,17.7,2.4,86.9,9.4,0.4,1.9,6,71,29410,27814,77.9,796.5,8.8,15.5,23.7,20.3,10.1,27.8,6.3,522,58996,90785,12695,40.8,51430,9110,15071
"324","Broward","FL",1777638,25.6,60.4,11.4,2.6,70.4,24.9,0.3,3,21.7,75.5,93982,90741,78.3,748.2,7.1,13.5,25.8,18.8,12.5,18.4,5.6,1475,264560,217263,27629,43,215578,35063,56494
"325","Calhoun","FL",13290,23.1,62.5,12.5,1.8,81.3,15.9,1.4,0.6,4.4,45.1,726,722,74.5,1009.3,4.8,15.5,26.5083862194016,17,18.1,23.1128804587561,3.9,23,2015,1685,459,30.1,2789,219,553
"326","Charlotte","FL",157536,16.2,50.1,29.2,4.6,92.7,5.3,0.2,1.1,4.2,66.7,9319,7812,79.5,680,9.1,14.9,22.9,23.1,9.3,19.9,5.9,227,15876,37662,3811,27.3,22147,2371,5075
"327","Citrus","FL",134370,17.4,51.9,26.9,3.7,94.9,2.8,0.4,1.1,3.4,52.8,7846,6849,76.7,873.7,11.6,19.9,28.7,17.6,12.4,21.8,6.7,230,16855,33560,3961,21.6,22320,1957,4843
"328","Clay","FL",171095,26.5,63.3,9.4,0.8,86.6,8.7,0.5,2.5,5.5,70.7,8959,9192,75.9,978,7.9,12.5,21.4,20.6,7.4,28.9,6.3,285,17984,15021,2731,41.5,15154,2843,4770
"329","Collier","FL",307242,21.7,54.6,21.1,2.7,92,5.9,0.4,1.1,24.2,68.7,17017,15397,81,581.9,8.4,13.3,21.3,19.8,9.6,17.6,4.4,152,35984,50728,3430,34.2,40191,4550,9940
"330","Columbia","FL",64040,25.3,60.6,12.6,1.4,80.4,17.4,0.6,0.8,3.5,43.7,3400,3436,73.8,1068,10.4,23.9,30.4,24.8,15.6,26.3,7.8,80,9336,7749,2132,25,10688,983,3071
"331","DeSoto","FL",35406,23.9,58.6,15.6,1.9,84.4,11.8,2.9,0.6,31.2,39.5,1914,1975,77.6,767,11.3,23.6,26.5083862194016,23.9,18.3,26,4.3,56,6924,4244,811,5.6,8538,622,1032
"332","Dixie","FL",14647,21.7,60.3,16.5,1.5,89.3,9.5,0.5,0.3,2.1,13.7,812,776,74.2,969.1,7.4,17.3167541380702,26.5083862194016,25.3,18.6,23.1128804587561,6.10639445300462,21,2414,2139,651,13.7,3501,224,745
"333","Duval","FL",826436,28.1,61.6,9.3,1,64.7,30,0.4,3.4,5.3,107.9,42316,42938,74.5,992.8,6.5,15.2,24.2,24.4,12.8,21,6.1,1068,108555,81079,17218,39.6,91506,17465,25590
"334","Escambia","FL",296772,26,59.4,13.1,1.5,71.4,23,0.9,2.6,2.9,86.3,15660,16317,75.2,952.9,8.4,18,27.9,27,15.7,26.5,6.7,448,43450,38777,8158,44.8,34278,5463,12146
"335","Flagler","FL",76410,18.3,56.6,22.6,2.5,88,9.2,0.3,1.6,6.6,35.3,4412,4003,78.4,726.1,9.7,16.2,21.8,14.1,8.2,19.5,5.5,158,6658,15089,1769,17,8014,1042,2702
"336","Franklin","FL",10177,21.7,62,14.7,1.6,88.7,10,0.4,0.4,1.5,59,565,520,74.5,979.1,2.7,17.3167541380702,26.5083862194016,11.9,14.6,23.1128804587561,6.10639445300462,19,1687,1578,303,9.8,2309,202,374
"337","Gadsden","FL",46428,27,60.8,10.8,1.4,42.6,56.4,0.3,0.3,7.9,38.8,2410,2460,72.9,1039.4,16.6,22.6,26.5083862194016,29.4,18,21.4,6.8,90,9187,5314,1743,21.5,8749,839,1567
"338","Gilchrist","FL",16402,24.4,61.4,13.1,1.2,91.9,6.6,0.4,0.3,3.7,6.1,884,986,74.8,1003.7,8.9,17.3167541380702,25.3,24.1451888489209,14.2,23.1128804587561,8,47,2396,1994,532,0,2804,222,709
"339","Glades","FL",11252,20.3,59,18.6,2.1,83.6,10.5,4.9,0.5,17.6,0,635,600,76,834.2,6.9,17.3167541380702,26.5083862194016,24.1451888489209,13.1,23.1128804587561,6.10639445300462,15,1872,854,142,0,2446,214,350
"340","Gulf","FL",13975,20.4,63.1,15.1,1.5,80.7,17.4,0.7,0.5,2.4,57.2,789,745,74.5,1031,10.1,21.3,26.5083862194016,24.1451888489209,15.4,23.5,6.6,25,1955,2268,462,35.8,2750,240,513
"341","Hamilton","FL",13983,23.6,65.2,10,1.1,62.5,36.5,0.5,0.4,8.3,57.2,758,771,74.6,1088.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,21.8,23.1128804587561,6.10639445300462,27,2415,1523,481,21.5,3448,219,556
"342","Hardee","FL",28286,29,57.5,12.2,1.3,88.7,9,1.3,0.7,39.7,24.7,1431,1513,77.6,812.7,7.81018756895918,18.9,26.5083862194016,24.1451888489209,20.6,18.2,4.8,44,6307,2782,673,10.6,7351,578,919
"343","Hendry","FL",39561,31.7,58.1,9.4,0.9,84.2,13.5,1.4,0.6,45.7,30.3,1936,2232,76,943.7,7.6,17.3167541380702,26.5083862194016,24.1451888489209,18,23.5,6.10639445300462,34,8529,3301,688,17.7,10396,1289,1196
"344","Hernando","FL",158409,19.7,53.6,23.5,3.2,93.4,4.6,0.3,0.9,7.4,53.7,9002,8177,77.1,878.8,10.3,21.3,29.9,21.5,12.1,24.3,7.6,331,18239,37156,5472,17,25034,2574,7540
"345","Highlands","FL",95496,20,48.9,26.7,4.3,88,9.6,0.5,1.3,15,69.1,5404,4865,78,733.8,9.6,19.4,28.2,20.7,13.9,21,8.2,93,15429,23512,2454,28.3,17878,1550,2827
"346","Hillsborough","FL",1132152,26.8,61.7,10.2,1.3,78.7,16.3,0.5,3,20.9,88.5,58935,59662,76,893,8,16.8,25.5,21.9,13,24.1,6.3,1077,159922,117391,24446,35.9,141209,20646,35542
"347","Holmes","FL",19264,23.1,61,14,1.9,90.7,6.6,1,0.5,2.7,41.5,1052,1038,74.8,1066.2,13.1,17.3167541380702,31.1,24.1451888489209,18.6,23.1128804587561,7.4,40,3321,2896,850,10.4,4580,323,793
"348","Indian River","FL",128594,19.9,53.1,23,4,89.8,8.4,0.3,0.9,8.7,82.4,7294,6593,79.3,712,7.4,12,19.7,19,10,22.3,5.3,256,12963,30142,2509,44.3,17376,2633,4049
"349","Jackson","FL",48985,22.6,62.5,13.1,1.8,70.5,27.3,0.7,0.5,3.5,49,2693,2677,74.8,979.4,6.8,22.3,34.2,24.3,16.2,23.5,6.8,53,6703,6854,2068,22.5,10343,813,1966
"350","Jefferson","FL",14490,21.2,65,12.4,1.5,62.8,36,0.4,0.4,3.6,41.4,810,762,73.8,995.3,6.3,16.8,16.4,18.4,16.2,16.3,4.7,24,1923,1810,423,13.8,2781,219,577
"351","Lafayette","FL",7953,21.6,66.9,10.4,1.1,82.1,16.7,0.7,0.2,11.9,25.1,441,444,74.2,951.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.9,23.1128804587561,6.10639445300462,15,1190,603,130,12.6,1724,98,183
"352","Lake","FL",277035,20.6,52.7,23.3,3.3,88.4,8.8,0.4,1.5,9,58.8,15559,13995,77.7,772.5,7.8,17.6,23,21.4,10.2,24.4,6.5,291,31233,64659,6362,23.1,40906,4088,8311
"353","Lee","FL",544758,21.3,56,19.9,2.8,90,7.5,0.4,1.2,14.2,58.4,30347,27584,78.9,709.7,9.8,16.3,27.4,18.7,10.2,26.6,5.7,678,66178,95942,10168,31,69575,7808,21528
"354","Leon","FL",245756,25.2,66.1,7.8,0.9,65.8,30.2,0.3,2.5,4,102.1,13143,15566,76.8,897.5,4.6,10.6,20.6,16.2,14,20.1,5.2,369,32754,19717,3154,37.4,15896,4400,6264
"355","Levy","FL",37998,23.5,59,15.8,1.7,87.4,10.6,0.5,0.5,5.3,31.6,2064,1999,74.8,1020.2,6.8,20.5,28.9,28.8,16.3,23.7,6.3,34,6477,5674,1351,13.2,6827,620,1851
"356","Liberty","FL",7773,21.8,68.3,9.1,0.9,79,19,1.7,0.2,6.5,0,431,424,76.8,1025.4,7.3,14.7,26.5083862194016,24.1451888489209,17.2,23.1128804587561,6.9,9,1042,711,243,12.9,1860,107,274
"357","Madison","FL",19092,25.3,59.6,13,2.1,58.6,40.4,0.3,0.4,4.3,36.7,1017,1038,74.6,954.2,17.2,17.3167541380702,26.5083862194016,24.1451888489209,18.3,23.1128804587561,6.10639445300462,28,3163,2637,690,10.5,4119,370,782
"358","Manatee","FL",306779,22.2,55.3,19.1,3.4,88.8,8.7,0.3,1.4,11.7,66.8,16893,15533,78.2,729.2,8.2,17.7,26.9,18.4,10.8,21.5,5.7,414,36466,50092,5484,29.7,40566,4548,9522
"359","Marion","FL",303442,21.6,54.8,20.9,2.7,85.9,11.6,0.5,1.1,7.8,48.8,16858,15722,76.7,863.1,9.4,19.8,26.1,23.7,14,25.2,7.8,192,41468,63902,8769,25.4,47158,4452,13640
"360","Martin","FL",139728,19.4,54.2,22.4,3.9,92.2,5.5,0.8,1,9,77.3,7972,7066,79.6,673.2,6.4,10.3,24.2,13.9,9.2,22.1,5.4,251,14138,32406,2453,49.4,15329,2423,5082
"361","Miami-Dade","FL",2376014,26.2,60,12.1,1.7,76.5,20.5,0.3,1.5,60.1,111.5,124730,124789,77.6,761.6,8.1,18.4,34.6,19,18.9,17.6,5.4,1221,485473,287005,34348,47.1,501292,48143,1474332
"362","Monroe","FL",76329,17.7,67.2,13.8,1.3,92.3,5.4,0.4,1.1,17.7,68.1,4435,3676,77.5,818.3,7.2,15.2,21.2,20,10.2,26.4,5.4,77,10211,9717,1435,43.2,8955,1327,2573
"363","Nassau","FL",64746,24,61.7,13.2,1.1,90.5,7.5,0.4,0.7,2,43.2,3495,3379,75.5,980.2,9.8,15.6,24.5,28.2,8.9,24.2,5.5,99,6260,7843,1497,21.6,8444,1083,1924
"364","Okaloosa","FL",182172,25.9,61.1,12.2,0.9,84.2,9.7,0.6,2.9,5.1,92.2,9604,9471,76.6,925.8,7.6,14.3,19.3,20.7,9.9,22,6.2,195,21753,23096,3631,50.5,14552,2828,6159
"365","Okeechobee","FL",39836,26.2,57.7,14.5,1.6,89.3,8,0.9,1,21.5,52.7,2093,2127,74.6,916.1,8.5,22.9,39.6,28.2,15,23.1128804587561,6.8,51,7655,5966,1185,20.1,9088,822,1309
"366","Orange","FL",1023023,27.5,63,8.6,1,72.5,20.7,0.5,4.5,22.8,90.5,52803,54345,76.9,861.6,7.2,14.4,25.9,19.5,13.2,19.8,5.2,1127,157645,91188,19222,34.1,119058,19843,32289
"367","Osceola","FL",231578,27.3,61.4,10.1,1.2,84.4,10.1,0.6,3,37.2,43.6,11977,12262,76.8,834.5,7.3,15.6,29,22.2,13.1,23,7.7,175,33602,20397,5164,13.4,31207,4085,7730
"368","Palm Beach","FL",1268548,22.8,55.8,17.7,3.6,80.5,16,0.5,2.1,15.9,82.9,69436,64531,79.1,694.4,7.8,15.7,23.4,18.3,10.9,20.1,5.5,643,159195,228250,18435,51.2,146587,24841,34504
"369","Pasco","FL",429065,21.7,56.7,18.3,3.4,93.5,3.4,0.4,1.6,8.3,50.8,23811,22075,76.7,837.1,8.1,17,24.9,23.1,11.9,23.6,7.1,576,49412,75344,11748,18.6,68668,7154,18137
"370","Pinellas","FL",928032,20.8,58.4,17.3,3.5,85.6,10.1,0.4,2.7,6.2,87.3,52056,46679,77.2,823.3,8.5,16.1,24.2,19,12.1,22.5,6.7,3315,109940,173134,24648,51.5,108453,18082,47517
"371","Polk","FL",542912,25.6,56.9,15.5,2.1,82.9,14.2,0.5,1.4,13.2,54.3,28703,28344,76.5,832.5,9.2,21,32.9,27.9,14,22.2,6.1,290,79871,79346,14262,22.3,91048,10221,19259
"372","Putnam","FL",73568,25.5,56.2,16.7,1.6,80.7,17.4,0.5,0.7,7.4,43.5,3897,3819,73.7,1037.2,11.6,24.5,29.6,30.5,18.7,27,6.3,102,13304,11425,2795,15,14620,1373,2609
"373","St. Johns","FL",161525,22.3,63,13.1,1.6,91.4,6,0.3,1.6,3.7,84.2,8911,8694,78,759.3,6.4,11.9,22.2,16.8,8.1,20.1,5.6,265,12404,20433,2823,28.5,14349,2311,5095
"374","St. Lucie","FL",241305,22.9,56,18.4,2.7,80.8,16.5,0.3,1.4,12.3,41,13197,12608,76.8,788.3,10.4,17.6,25,23,12.9,28.3,6.4,422,29919,38041,6214,21.1,37491,4962,8643
"375","Santa Rosa","FL",143105,25,63,11.1,0.9,90.9,4.9,0.9,1.6,3.1,65,7635,7605,76.4,875.9,4.8,14.9,24.6,19.3,10,27.3,6.2,141,15347,14882,3139,20.3,13981,2264,5550
"376","Sarasota","FL",366256,17.5,53,24.8,4.7,93.4,4.5,0.2,1.1,6.2,85.7,21347,18238,79.6,668.7,6.4,14.7,21.6,18,8.4,20,5.5,641,31428,98574,7475,53,36348,5277,12532
"377","Seminole","FL",401619,25.5,63.8,9.8,1,83.9,10.9,0.4,3.3,13.6,67,21296,21208,78,840.7,6.3,12.5,19.4,16.3,9.1,23.3,6.4,1303,49258,35452,5992,37.1,30274,7621,15334
"378","Sumter","FL",64182,16.9,59.7,21.6,1.9,85.1,12.9,0.5,0.7,7.7,21.8,3766,3378,78.3,804.3,12.9,16.7,22.9,32.6,13.1,14.4,4.3,118,8049,7170,1460,9.3,11034,825,2272
"379","Suwannee","FL",38624,24,58.4,15.7,1.9,86.6,11.5,0.4,0.6,7.1,15.5,2082,2038,74.2,1014.7,7.2,24.1,37.6,31.8,16.4,29.9,7.1,56,6295,6239,1426,15.5,7009,600,1478
"380","Taylor","FL",19622,23.9,61.7,13,1.4,78.6,19,0.9,0.5,1.9,40.8,1061,1046,73.8,1079.9,13.5,21.3,33.2,30.8,16.7,23.1128804587561,6.6,19,2972,2593,634,10.2,4004,386,679
"381","Union","FL",14916,20.3,72,7.1,0.6,74.8,23.5,0.6,0.4,4,60.3,843,816,70.2,1675.3,4.4,17.3167541380702,26.5083862194016,21.2,18,23.1128804587561,6.10639445300462,62,1486,996,339,13.4,2902,204,386
"382","Volusia","FL",490055,21.5,57.7,18,2.8,87.3,10,0.4,1.3,9,65.5,27296,25952,77,851.2,9.2,17.7,27.2,21.9,12.2,29.1,6.8,444,64065,90841,13608,32.9,62427,8603,13936
"383","Wakulla","FL",28212,23.5,64.5,11.1,0.9,86.5,11.7,0.6,0.4,2.6,17.7,1535,1529,76.8,944.4,6.7,11,21.2,23,11,23.1128804587561,6,47,3482,2669,642,0,4139,370,1095
"384","Walton","FL",50324,22,63.5,13.3,1.2,89.7,6.8,1.1,0.7,2.8,29.8,2780,2615,75.7,930.6,8.8,21.9,28.9,19.5,13.4,25.2,6.2,48,6954,4885,1172,11.9,8553,721,2207
"385","Washington","FL",22299,23.1,62.2,12.8,1.8,82.5,13.9,1.4,0.6,2.4,35.9,1216,1176,74.8,950.6,13.4,30.1,35.4,32.7,17.1,20,6.9,38,3573,2947,918,22.4,4429,361,967
"386","Appling","GA",17954,26.9,61.3,10.5,1.2,80.4,18.5,0.3,0.4,5.7,55.7,1064,896,72.9,1087.2,9.2,20,26.5083862194016,26.9,17,23.1128804587561,6.6,35,3525,1917,613,11.1,3831,548,639
"387","Atkinson","GA",8030,31.6,58.7,8.4,1.3,80.1,18.4,0.7,0.6,21.5,12.5,446,398,73.1,1179.8,8.1,17.3167541380702,26.5083862194016,24.1451888489209,19.5,23.1128804587561,4,24,1894,799,277,12.5,2096,202,229
"388","Bacon","GA",10379,26.1,60.5,11.9,1.5,82.3,16.3,0.1,0.7,4.1,96.3,620,521,72.9,1239.2,6.9,17.3167541380702,26.5083862194016,24.1451888489209,17.9,23.1128804587561,6.10639445300462,36,1915,1114,420,9.6,2194,262,339
"389","Baker","GA",4154,25.5,62.6,10.2,1.7,48.4,51.2,0.3,0,2.7,0,251,222,75.1,871.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19.6,23.1128804587561,6.10639445300462,12,966,341,98,0,918,97,113
"390","Baldwin","GA",45230,23.5,65.8,9.8,1,54.3,44,0.2,1.2,1.5,90.6,2819,2628,73.9,1040.1,10.9,21.8,19.6,28.2,17.6,17.8,8.5,175,5693,4446,1772,35.4,7903,1122,1313
"391","Banks","GA",16055,25.4,63.4,10,1.1,95.3,3.4,0.3,0.7,3.8,12.5,969,803,75.3,942.1,9.3,17.3167541380702,26.5083862194016,24.1451888489209,12.3,23.1128804587561,6.10639445300462,69,2550,1229,386,0,3714,362,637
"392","Barrow","GA",59954,28.1,63.6,7.3,1,85.1,10.8,0.3,2.8,6.2,33.4,3493,3000,75.3,1007.6,8.9,18.2,30.6,25.1,10.1,32.7,5.7,370,5988,4323,1212,11.7,10220,1330,1494
"393","Bartow","GA",89229,28.2,62.4,8.4,1,88.6,9.3,0.3,0.8,5.6,48.2,5197,4422,74.1,1037.7,10.2,16.4,26,30.8,10.9,29.3,5.7,194,11493,7591,2188,16.8,16115,2549,2101
"394","Ben Hill","GA",17316,28.5,58.9,10.8,1.8,65.2,33.7,0.3,0.4,6.4,34.7,1007,873,73,1124.4,10.9,20.1,26.4,31.5,19.3,23.3,5.9,69,3539,2305,665,34.7,3742,481,534
