"","county_name","state_abbr","population_size","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","prim_care_phys_rate","major_depression","recent_drug_use","ale","all_death","diabetes","health_status","no_exercise","obesity","poverty","smoker","unhealthy_days","population_density","uninsured","elderly_medicare","disabled_medicare","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled"
"2550","Calhoun","TX",20606,28.7,56.8,13.2,1.3,92.6,2.6,0.6,3.9,43.9,72.8,1055,852,76.6,886.1,9.3,17.3167541380702,17,24.1451888489209,16.3,9.7,3.9,40,4121,2672,363,19.4,4062,563,463
"2551","Callahan","TX",13516,24.2,58.2,15.6,2.1,97.2,0.8,0.6,0.5,8,7.4,736,589,76.2,896,5.1,17.3167541380702,26.5083862194016,24.1451888489209,14.3,23.1128804587561,4.8,15,2242,2137,304,14.8,1881,273,393
"2552","Cameron","TX",378311,35.5,53.9,9.3,1.3,97.5,0.8,0.6,0.7,85.9,61.9,17635,16282,80.1,688.2,10.2,26.7,39.2,32,29.5,13.9,5.5,418,104791,33261,4846,16.7,92999,10576,8905
"2553","Camp","TX",12238,28.8,55.8,13.8,1.7,80.6,17.6,0.4,0.9,19.8,81.7,626,507,73.5,1098.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.2,23.1128804587561,6.10639445300462,62,2437,1989,377,24.5,2360,306,286
"2554","Carson","TX",6586,26.3,57.5,14,2.1,97.3,0.9,1,0.2,8.6,0,349,287,76,871,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9,23.1128804587561,6.10639445300462,7,810,963,82,15.2,745,137,211
"2555","Cass","TX",30155,24,57.6,15.8,2.7,79.6,18.8,0.5,0.2,2.5,39.8,1642,1260,73.5,970.8,11.2,27.7,30.3,24.1451888489209,17.4,23.1128804587561,7.7,32,4938,5162,1087,36.5,5149,833,982
"2556","Castro","TX",7640,32.3,53.9,12.6,1.2,95.3,2.5,1.8,0.3,53.3,26.2,373,327,76.8,892.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19.7,23.1128804587561,6.10639445300462,9,2165,963,88,26.2,1560,206,160
"2557","Chambers","TX",28411,26.9,64.3,8,0.9,87.4,10.3,0.6,1,14.5,10.6,1493,1243,75.7,953.2,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.6,23.1128804587561,6.10639445300462,47,4021,1815,338,7,4235,855,585
"2558","Cherokee","TX",48464,27.5,58.2,12.3,2,83.5,14.7,0.5,0.6,16.8,45.4,2522,2040,75,991.2,3,17.3167541380702,19,19.8,18.2,23.1128804587561,5.3,46,9215,5705,1012,22.7,9836,1147,1524
"2559","Childress","TX",7676,22.5,63,12.2,2.3,83.7,15.2,0.4,0.5,23.3,91.2,427,365,75.2,993.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,21.2,23.1128804587561,6.10639445300462,11,1152,1054,133,26.1,1747,168,179
"2560","Clay","TX",11287,22.8,61.9,13.6,1.7,96.9,0.6,1.2,0.1,3.8,26.6,625,481,75,841.2,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,11.1,23.1128804587561,6.10639445300462,10,1506,1321,158,0,1539,238,422
"2561","Cochran","TX",3289,31.4,53,13.2,2.4,92.3,6.1,1.1,0.5,48.3,0,164,148,76.5,959.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,22.7,23.1128804587561,6.10639445300462,4,991,536,69,0,727,97,76
"2562","Coke","TX",3612,24.9,50.6,21.6,2.9,96.5,2.2,0.9,0.2,18.9,0,197,162,76,939.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.8,23.1128804587561,6.10639445300462,4,645,715,62,0,629,68,102
"2563","Coleman","TX",8665,23.9,53.9,18.8,3.4,95.8,2.5,0.7,0.6,14.6,34.6,472,355,75.4,1015.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,20.6,23.1128804587561,6.10639445300462,7,1849,1983,244,23.1,1728,204,232
"2564","Collin","TX",659457,28.5,65.5,5.5,0.5,81.3,6.9,0.5,9.6,12.7,86.4,33815,27037,79.7,752.8,3.3,11.4,17.1,20.7,5.4,15,5.2,778,63811,27487,3537,27.3,34653,15186,11713
"2565","Collingsworth","TX",2968,26.5,52.6,17.6,3.3,91.4,5.7,1.8,0.2,25.7,0,157,127,75.2,930.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.5,23.1128804587561,6.10639445300462,3,630,591,59,33.7,557,74,95
"2566","Colorado","TX",20736,25.9,55.9,15.5,2.7,84.6,14.2,0.5,0.4,22.4,67.5,1106,917,76.3,930.5,7.5,17.3167541380702,26.5083862194016,24.1451888489209,15.6,23.1128804587561,6.10639445300462,22,3464,3448,327,28.9,4147,447,464
"2567","Comal","TX",96018,24.8,61.4,12.1,1.7,96.4,1.5,0.6,0.7,23.6,67.7,5177,4117,78.8,759.8,8.4,23.4,26,25.4,9.9,23.2,5.3,171,11396,12430,1432,36.5,10306,1986,2480
"2568","Comanche","TX",13709,25.3,54.5,17.2,3,97.8,0.6,0.8,0.4,23.4,51.1,736,579,76,927.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18,23.1128804587561,6.10639445300462,15,3036,2510,276,21.9,2732,302,378
"2569","Concho","TX",3735,15.5,71,11.3,2.2,98,1.2,0.6,0.1,44.2,0,225,173,75.4,800.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.6,23.1128804587561,6.10639445300462,4,547,459,85,26.8,1117,84,135
"2570","Cooke","TX",38847,27.3,58.4,12.5,1.8,94.1,3.2,1,0.6,12.6,30.9,2035,1690,76.3,913.7,6.4,17.3167541380702,26.5083862194016,24.1451888489209,13.6,23.1128804587561,6.10639445300462,44,5708,5001,615,20.6,5176,810,1081
"2571","Coryell","TX",75802,28.4,65.1,5.8,0.7,72,21.5,1,2.6,13.6,11.9,3914,3733,76.7,868.2,9.8,10.6,18.3,21.8,15.7,23.1128804587561,6.1,72,10293,4671,779,21.1,8363,1630,1287
"2572","Cottle","TX",1746,23.1,51.6,20.4,4.9,87.9,11.8,0,0,22.1,0,96,70,77,827,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19.5,23.1128804587561,6.10639445300462,2,420,418,34,0,419,47,53
"2573","Crane","TX",3837,30.8,57.2,10.5,1.5,94.6,3.3,1.7,0.4,49.5,26.1,192,168,75.3,1008.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,11.8,23.1128804587561,6.10639445300462,5,638,437,70,26.1,723,86,134
"2574","Crockett","TX",3934,26.3,59.3,12.5,2,97.3,0.9,1.1,0.6,56.3,0,208,171,76.9,920.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.1,23.1128804587561,6.10639445300462,1,828,506,61,25.4,964,82,82
"2575","Crosby","TX",6686,30.8,54,13.1,2.1,93.7,4.8,1,0.3,48.5,29.9,333,281,75.4,965.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,22.8,23.1128804587561,6.10639445300462,7,1753,1006,134,15,1557,166,219
"2576","Culberson","TX",2627,31,56.6,11.3,1.1,97.5,1,0.4,1.1,71.5,0,131,115,77.9,855.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,23.1,23.1128804587561,6.10639445300462,1,856,302,42,38.1,688,74,90
"2577","Dallam","TX",6174,31.5,58.2,9.5,0.9,96.1,2.3,1.1,0.3,32.2,64.8,304,258,77.3,1079,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.4,23.1128804587561,6.10639445300462,4,1404,1156,112,32.4,1310,114,112
"2578","Dallas","TX",2305454,29.7,62,7.4,0.9,72.9,20.9,0.6,4.5,36.1,85.4,116280,95238,76.3,878.3,6.6,20.6,27.8,22.5,16.9,20,5.7,2621,404920,182026,30711,51.1,358739,67505,45683
"2579","Dawson","TX",14256,25.8,60.4,11.9,1.9,90.2,8.9,0.4,0.4,50.3,35.1,759,619,77,879,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,22.5,23.1128804587561,6.10639445300462,16,3220,2004,264,14,3224,373,521
"2580","Deaf Smith","TX",18538,34.1,53.8,10.8,1.4,96.1,1.7,1.1,1.2,62.1,32.4,883,788,76.8,898.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,17.7,23.1128804587561,6.10639445300462,12,4493,2140,292,21.6,4153,414,377
"2581","Delta","TX",5480,24.6,59,14.4,2,90.8,7,0.9,0.3,4.1,0,296,237,75,1024,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,16.1,23.1128804587561,6.10639445300462,20,938,846,149,36.5,892,142,154
"2582","Denton","TX",554642,28.3,66.4,4.9,0.5,85.1,7.1,0.6,5.6,15.2,54.3,28552,24344,78.3,856.8,4.6,12.1,22.2,23.3,8.3,17.3,4.5,624,57081,21368,3911,22.7,36451,13174,13684
"2583","DeWitt","TX",20507,23.2,59.3,15.1,2.4,88.2,10.7,0.6,0.4,29.3,29.3,1128,854,76.3,949.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19,23.1128804587561,4.6,23,3388,2971,394,14.6,4563,422,666
"2584","Dickens","TX",2646,18.5,64.1,14.7,2.7,88.9,9,0.2,1.7,27.1,0,154,122,75.4,1019.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.5,23.1128804587561,6.10639445300462,3,477,499,59,0,545,57,76
"2585","Dimmit","TX",10395,32.9,55.4,10.1,1.6,97,1.5,0.8,0.8,83.5,28.9,505,458,75.4,893.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,28.3,23.1128804587561,6.10639445300462,8,3152,1196,233,9.6,2737,320,321
"2586","Donley","TX",3889,24.5,54.4,18.1,3,93.5,4.9,1,0.3,7.1,25.7,212,179,75.2,954.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,16.4,23.1128804587561,6.10639445300462,4,857,804,77,0,560,80,119
"2587","Duval","TX",12578,28.9,56.6,12.6,1.9,98.4,0.7,0.7,0.2,88,0,645,557,77.7,894.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,25.2,23.1128804587561,6.10639445300462,7,3073,1734,327,0,3118,337,542
"2588","Eastland","TX",18393,24.9,55.5,16.8,2.7,96.2,2.3,0.6,0.3,13.6,43.5,993,812,75,1019,15.3,17.3167541380702,26.5083862194016,24.1451888489209,18.1,23.1128804587561,4.7,20,3653,3666,474,21.7,3306,418,586
"2589","Ector","TX",125339,31.3,57.7,9.9,1.1,92.4,4.9,1.1,0.8,47.6,98.1,6206,5410,75.4,1005.5,9.3,22.6,28.4,29.5,19.3,23.7,6.3,139,25485,13575,2362,27.1,23929,2926,2898
"2590","Edwards","TX",1987,27.9,60.6,10.2,1.2,94.5,3,0.8,1.8,46.2,50.3,103,90,76.8,695.2,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,22.8,23.1128804587561,6.10639445300462,1,651,1310,113,0,410,45,73
"2591","Ellis","TX",133474,28.9,62.1,8,1.1,89.2,8.7,0.7,0.5,21.1,51.7,6831,5885,75.5,976.3,6.1,17.6,24.4,23.9,10.9,25.5,5,142,17121,11293,1995,21.7,18291,3339,2879
"2592","El Paso","TX",721598,33.1,56.6,9.2,1.1,93.5,3.3,1.1,1.3,80.9,58.9,34838,31459,78.3,787.3,8.1,22.9,24.4,23.6,25.7,18.7,6.1,712,185007,68710,10418,25.2,141032,20827,26564
"2593","Erath","TX",34076,26.7,59.8,11.4,2.1,96.5,1.1,0.7,1,16.3,52.8,1804,1715,77,873.6,6.2,17.1,26.5083862194016,24.1451888489209,15.8,15.3,5.2,31,6371,4389,603,35.2,4613,685,964
"2594","Falls","TX",17646,27.4,56.6,13.6,2.3,71.8,26.9,0.7,0.3,17.8,11.3,925,790,74,994.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,21.6,23.1128804587561,6.10639445300462,23,3455,2435,443,22.7,3805,462,434
"2595","Fannin","TX",33142,23.2,60.5,14.1,2.1,90,7.7,0.9,0.5,7.2,15.1,1824,1436,74.5,1061.8,5.4,17.3167541380702,26.5083862194016,24.1451888489209,15.4,23.1128804587561,6.10639445300462,37,4431,4775,799,9.1,6200,849,926
"2596","Fayette","TX",22537,23.2,55.8,17.2,3.8,91.5,7.4,0.6,0.3,15.6,35.5,1241,931,77,819.3,7.6,10.4,26.5083862194016,24.1451888489209,12.5,23.1128804587561,6.10639445300462,24,3002,4673,410,39.9,4512,438,535
"2597","Fisher","TX",4089,22.5,54.4,19.5,3.6,95.6,3.4,0.4,0.2,22.5,48.9,227,172,77,844.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.3,23.1128804587561,6.10639445300462,5,843,845,74,24.5,762,86,90
"2598","Floyd","TX",7174,30.5,53,14,2.4,94.3,4.1,1.1,0.6,48.3,83.6,359,302,76.3,869.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,20.5,23.1128804587561,6.10639445300462,7,1782,1116,104,41.8,1608,200,330
"2599","Foard","TX",1518,25.3,52.4,19,3.4,94.7,3.6,1.1,0.3,18.4,0,81,63,77,798,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.6,23.1128804587561,6.10639445300462,2,346,340,37,0,309,33,44
"2600","Fort Bend","TX",463650,28.9,65,5.6,0.5,62.4,21.1,0.4,14.9,22.3,78.1,23760,20541,78.9,773,4.1,12.7,19.5,15.2,8.4,15,4.7,530,57540,19167,2971,28.3,45055,10887,9345
"2601","Franklin","TX",10200,23,58.8,16.3,1.9,93.4,5,0.8,0.5,10.2,49,562,435,75.7,858.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.7,23.1128804587561,6.10639445300462,36,1779,1307,148,19.6,1583,237,222
"2602","Freestone","TX",18800,23.5,61.2,13.3,2,80.6,18.2,0.4,0.3,10.1,26.6,1030,819,74.4,920.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15,23.1128804587561,6.10639445300462,21,2803,2530,428,31.9,2951,413,537
"2603","Frio","TX",16387,28.5,59.8,10.4,1.3,93.5,5,0.8,0.8,74.3,36.6,841,733,75.4,866.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,27.8,23.1128804587561,6.10639445300462,14,4122,1580,333,18.3,4238,403,356
"2604","Gaines","TX",14712,33.4,55.8,9.8,1,95.8,2.7,1.1,0.3,38.6,13.6,709,663,77,868.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.9,23.1128804587561,6.10639445300462,10,4105,1421,215,13.6,3625,322,316
"2605","Galveston","TX",277563,27,62.1,9.7,1.2,80.7,14.9,0.5,2.8,19.8,133.3,14552,11807,75.4,988.4,9.3,17.2,24.9,28.6,13.7,27.4,6.1,697,41377,28053,4649,34.6,34267,7876,7395
"2606","Garza","TX",5002,29.3,57.1,11.8,1.7,92.9,5.8,0.5,0.2,38.9,0,256,220,75.4,1056.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19.5,23.1128804587561,6.10639445300462,6,998,680,92,20,939,107,125
"2607","Gillespie","TX",23088,20.7,53.8,21.7,3.8,98.6,0.4,0.5,0.2,16.9,121.3,1308,941,78.8,717.8,5.8,7.2,26.5083862194016,18.5,10.8,16,4.9,22,2947,4985,317,30.3,3329,373,781
"2608","Glasscock","TX",1327,29.8,58.4,10.4,1.4,98,0.8,0.2,1.1,30.7,0,67,59,76.2,640.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.4,23.1128804587561,6.10639445300462,1,319,3495,699,0,241,27,47
"2609","Goliad","TX",7102,23.8,59.2,15.3,1.7,94.1,5.1,0.6,0.2,36.2,0,388,307,76.3,795.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.2,23.1128804587561,6.10639445300462,8,1181,1003,130,28.2,1320,168,194
"2610","Gonzales","TX",19587,28.1,56.1,13.5,2.3,90.1,8.1,0.9,0.6,42.8,45.9,1012,835,76.4,908.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.8,23.1128804587561,6.10639445300462,18,4474,2934,436,20.4,4690,399,553
"2611","Gray","TX",21479,24.4,57.4,15.4,2.7,90.6,6.1,1,0.6,16.4,37.2,1163,922,76,909.2,5.2,17.3167541380702,26.5083862194016,24.1451888489209,15,23.1128804587561,6.10639445300462,23,3283,3832,410,27.9,3552,474,522
"2612","Grayson","TX",116834,25.8,59.4,12.8,2,90.1,5.9,1.4,0.7,8.7,56.5,6216,4993,75.4,944.5,7.1,20,28,23.7,13.5,29.2,6.7,125,15958,16387,2628,36.8,15179,2977,3061
"2613","Gregg","TX",115649,28,58.7,11.7,1.6,76.9,20.4,0.6,1,11.8,89.1,5981,4945,74.4,1032.7,9.3,22.9,27.9,24.1,16.4,25.2,5.9,422,18617,17194,2827,62.3,15260,2993,2768
"2614","Grimes","TX",25192,24.3,62.4,11.6,1.8,80.4,18.3,0.4,0.4,17.5,31.8,1366,1046,74.9,952.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,16.8,23.1128804587561,6.10639445300462,32,3899,2894,424,19.8,5620,616,549
"2615","Guadalupe","TX",103032,27.1,61.1,10.5,1.4,91.4,5.6,0.7,1.2,33.6,36.9,5404,4557,78.1,783.7,11.1,16.7,25,23.6,12.1,24,5.7,145,15357,9729,1430,16.5,14355,2230,2772
"2616","Hale","TX",36233,32.1,55.5,10.8,1.6,92,5.9,1.2,0.6,52,33.1,1777,1597,77.3,827.7,6.8,15.9,26.5083862194016,24.1451888489209,20.1,23.1128804587561,5.9,36,7678,4651,623,19.3,7161,923,717
"2617","Hall","TX",3700,28,50.9,17.2,3.9,90.3,8.3,0.8,0.5,29.2,27,191,149,76.3,964.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,22.4,23.1128804587561,6.10639445300462,4,1077,741,83,0,925,92,115
"2618","Hamilton","TX",8105,23.9,55.1,17.2,3.8,98.7,0.3,0.3,0.3,8.9,74,442,339,75.2,975.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.8,23.1128804587561,6.10639445300462,10,1513,1451,143,61.7,1450,179,185
"2619","Hansford","TX",5230,29.7,54.6,14.4,1.3,98.2,0.3,0.9,0.4,38.8,19.1,264,218,75.9,922.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.7,23.1128804587561,6.10639445300462,6,1048,806,57,0,977,95,101
"2620","Hardeman","TX",4291,24.1,56,16.6,3.3,92.9,5.4,1,0.3,15.3,46.6,233,182,75.2,970.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,16.5,23.1128804587561,6.10639445300462,6,909,887,104,23.3,847,107,137
"2621","Hardin","TX",50976,26.2,61.4,11.2,1.2,92,6.6,0.3,0.3,3,25.5,2700,2187,73.9,1046.3,9.5,19.6,26.5083862194016,24.5,12.5,19.3,6.4,57,6640,6053,1068,21.6,6825,1606,1265
"2622","Harris","TX",3693050,30.1,62.2,6.9,0.7,74.4,18.4,0.6,5.6,37.3,84.8,185430,154931,76.3,899.8,5.9,18.6,26.5,22.6,16.2,18.8,5.5,2136,676637,255791,41846,43,576580,105445,84282
"2623","Harrison","TX",63459,26.9,60.2,11.2,1.7,75.3,23.1,0.4,0.6,7.4,37.8,3339,2793,74.7,977.3,5.4,24.6,38.5,31,16.1,24,7.6,71,10366,6744,1329,22.1,8815,1734,1659
"2624","Hartley","TX",5450,23.3,63.7,11.1,1.9,91,8.1,0.5,0.3,17,0,298,198,77.3,620,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.4,23.1128804587561,6.10639445300462,4,652,3495,699,0,894,97,126
"2625","Haskell","TX",5541,22.7,53.2,19.9,4.2,94.9,3.9,0.7,0.3,23.6,18,307,236,77,915.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19.9,23.1128804587561,6.10639445300462,6,1427,1342,118,36.1,1103,123,179
"2626","Hays","TX",124432,26.4,65.9,6.9,0.8,93,4.1,0.8,1.1,31,48.2,6617,6709,78.7,801.5,7,15.7,19.7,26.1,12.4,17.4,6.2,184,14944,8441,1177,23.3,10738,2668,3316
"2627","Hemphill","TX",3422,27.7,57.4,12.6,2.3,97,1.6,0.7,0.5,19.2,87.7,179,146,75.9,870.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.6,23.1128804587561,6.10639445300462,4,405,429,35,0,445,66,120
"2628","Henderson","TX",80017,24.5,57.9,15.7,1.9,91.8,6.4,0.5,0.4,8.9,45,4330,3360,74.5,971.8,9.9,24.7,32.2,25.4,16.6,22.6,6.5,92,13132,8872,1357,18.7,14347,1874,2492
"2629","Hidalgo","TX",678275,36.8,54,8.2,1.1,97.4,0.9,0.6,0.9,89.2,52,30994,29349,80.2,660.7,7.1,29.4,33.6,31.1,31,15.7,5.6,432,192253,50494,7924,12.5,178816,20096,24431
"2630","Hill","TX",35424,26,57.4,14.5,2.1,91.2,6.9,0.4,0.4,16,36.7,1879,1503,75,975.1,8.5,21.1,22.3,24.1451888489209,16.1,16.6,5.5,37,5948,5457,869,16.9,6534,916,1033
"2631","Hockley","TX",22787,30,57.4,10.9,1.8,94.5,3.7,1,0.4,41.1,48.3,1154,1030,76.6,919.3,1.1,14.9,26.5083862194016,24.1451888489209,17.5,23.1128804587561,5.2,25,4464,2695,418,21.9,4343,501,718
"2632","Hood","TX",47930,22.9,58.5,16.9,1.7,97,0.8,0.8,0.4,8.8,43.8,2645,2014,75.9,909,12,20.1,26.5083862194016,29.4,11.1,23.1128804587561,6.6,114,6307,8046,795,23,5490,1070,1256
"2633","Hopkins","TX",33381,26.2,59.1,12.8,2,90.6,7.6,0.8,0.4,12.2,62.9,1767,1387,75,988.8,11.1,18.2,23.5,22.4,14.7,22.9,6.10639445300462,43,5718,4547,747,30,5845,796,975
"2634","Houston","TX",23218,22.8,59.2,15.7,2.4,72.5,26.4,0.3,0.5,9.2,38.8,1285,973,73.3,1019.5,6.3,17.3167541380702,26.5083862194016,24.1451888489209,21.4,23.1128804587561,5,19,3944,3975,594,34.5,4862,544,661
"2635","Howard","TX",32522,24.9,60.7,12.6,1.9,93,4.7,0.8,0.8,40.4,55.3,1753,1405,74.5,1030.1,3.6,17.3167541380702,26.5083862194016,24.1451888489209,19.8,23.1128804587561,7,36,6071,4519,757,40,6351,742,838
"2636","Hudspeth","TX",3295,32.3,55.9,11,0.8,97.3,0.9,1.5,0.2,75.4,30.3,161,144,77.9,775.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,28.6,23.1128804587561,6.10639445300462,1,1265,307,47,0,1041,97,143
"2637","Hunt","TX",82543,26.7,60.9,11,1.4,88.3,9,0.7,0.7,10.6,31.5,4348,3678,75.1,977.9,8.8,17.4,20.7,24.1451888489209,15.4,23.1128804587561,4.5,98,12581,9315,1932,24.2,12098,2118,1875
"2638","Hutchinson","TX",22484,27.9,56.4,13.8,2,93.9,2.9,1.3,0.5,17.5,40,1167,950,76,960.7,15.9,21,26.5083862194016,24.1451888489209,12.6,23.1128804587561,5.9,25,3450,3610,418,35.6,2937,551,685
"2639","Irion","TX",1756,23.3,61.6,12.9,2.2,97.4,1.7,0.9,0,27.1,0,97,77,76.2,690.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.6,23.1128804587561,6.10639445300462,2,298,220,34,0,254,33,36
"2640","Jack","TX",9064,23.5,61.2,13.4,1.8,92.6,5.5,0.7,0.7,9.9,33.1,498,409,75,933.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.1,23.1128804587561,6.10639445300462,10,1311,1154,127,22.1,1457,184,336
"2641","Jackson","TX",14339,27.1,57.6,13.5,1.9,91.2,7.5,0.3,0.6,27,20.9,751,608,76.6,921.9,2.6,17.3167541380702,26.5083862194016,24.1451888489209,14.1,23.1128804587561,6.10639445300462,17,2324,1953,280,41.8,2514,334,362
"2642","Jasper","TX",35587,26.4,58.1,13.9,1.6,81,17.2,0.4,0.4,4.7,53.4,1879,1482,74.6,1026.7,8.1,17.3167541380702,26.5083862194016,24.1451888489209,18.4,23.1128804587561,5.8,38,5659,4874,920,30.9,6314,1275,1095
"2643","Jeff Davis","TX",2306,22.1,59.6,16.1,2.3,98.2,1,0.4,0.1,36.9,43.4,130,104,77.9,765.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.6,23.1128804587561,6.10639445300462,1,492,354,39,43.4,406,45,52
"2644","Jefferson","TX",247571,26.6,60.1,11.6,1.7,60.4,35.3,0.4,3,12.5,75.5,13048,10735,74.8,985.1,11.1,16.6,35.7,30.3,18.1,20.5,6.4,274,41667,32321,5686,49.3,34262,8911,8197
"2645","Jim Hogg","TX",5029,30.4,54,13,2.6,98.4,0.6,0.8,0.2,89.2,39.8,253,222,77.7,868.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,22.5,23.1128804587561,6.10639445300462,4,1229,742,98,0,1269,131,243
"2646","Jim Wells","TX",40951,30.3,57.5,10.7,1.4,97.4,0.9,0.8,0.9,76.9,39.1,2056,1810,76.1,929.1,8.5,17.3167541380702,26.5083862194016,24.1451888489209,22,23.1128804587561,6.10639445300462,47,9254,5061,963,14.7,8641,1101,1377
"2647","Johnson","TX",146376,27.7,62.5,8.9,0.9,94.1,3.2,0.7,1,14.7,39.6,7611,6362,75.5,1011.1,9.1,19.1,27.5,25.7,10.9,25,7.7,201,19076,13941,2468,20.5,20823,3435,3447
"2648","Jones","TX",19736,22,64.2,11.9,1.9,86.5,12.2,0.4,0.5,22.4,20.3,1109,949,76.2,950.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,20.6,23.1128804587561,6.10639445300462,21,3357,2348,363,15.2,4686,438,527
"2649","Karnes","TX",15351,21.6,64,12.2,2.2,87.5,11.1,0.9,0.5,49.4,32.6,862,723,77.1,921.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,23.7,23.1128804587561,6.10639445300462,20,2651,2224,316,26.1,4175,351,423
"2650","Kaufman","TX",89129,27.7,62.6,8.7,1,87.4,10.1,0.6,0.8,14.3,34.8,4627,3917,74.4,1080.8,9.4,17.7,26.5083862194016,16.2,11.5,30.1,6.3,113,11867,11780,2121,11.2,14280,2190,1856
"2651","Kendall","TX",28607,25.2,60.5,12.8,1.5,97.4,0.9,0.6,0.5,18.7,136.3,1537,1242,78.1,840.4,4.2,13.5,26.5083862194016,24.1451888489209,9.2,9.4,4.8,43,3546,4011,299,62.9,2759,531,602
"2652","Kenedy","TX",417,28.7,59,10.8,1.4,96.9,0.7,0.7,1.7,77,0,21,17,78.5,895.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.2,23.1128804587561,6.10639445300462,0,120,3495,699,0,109,8,15
"2653","Kent","TX",782,19.7,49.6,24.7,6,98.8,0.4,0.8,0,9.8,0,45,31,75.4,971.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.4,23.1128804587561,6.10639445300462,1,118,191,15,0,127,19,24
"2654","Kerr","TX",46496,22.7,52.9,20.9,3.6,95.9,2,0.6,0.7,21.8,109.7,2575,1962,78.3,802.3,4.1,16.6,27.6,16.4,13.7,20.5,5.8,42,7507,10691,930,53.8,6059,833,1093
"2655","Kimble","TX",4591,23.1,57.2,17.6,2,98.3,0.5,0.4,0.6,23.2,43.6,253,189,78.8,889.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,17.1,23.1128804587561,6.10639445300462,4,965,794,79,21.8,890,90,244
